Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/28/2022,Maine,2021,41,2021-10-16,380,349,,68,13,11,,20,11,,,81,18,32,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,42,2021-10-23,343,307,,53,20,,,13,,,,59,12,39,39,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,43,2021-10-30,357,319,0,64,18,10,,17,,,0,77,,35,31,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Maine,2021,44,2021-11-06,398,350,0,62,,18,,24,11,,0,63,16,42,40,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
09/28/2022,Maine,2021,45,2021-11-13,390,358,0,78,19,14,,12,,,,68,12,53,52,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,46,2021-11-20,374,341,0,61,,11,,17,,11,,59,,56,52,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Maine,2021,47,2021-11-27,398,372,0,65,,14,,17,,,,88,14,64,56,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,48,2021-12-04,371,340,,55,,10,,23,,10,,67,17,56,52,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,49,2021-12-11,436,400,0,63,12,19,,19,,,,88,17,76,70,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,50,2021-12-18,415,382,,60,13,,,24,,,,78,,86,79,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Maine,2021,51,2021-12-25,402,365,0,72,11,15,,10,,,,73,15,76,73,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2021,52,2022-01-01,398,368,0,76,,15,,19,,,,68,11,65,57,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,1,2022-01-08,384,364,0,66,13,13,,28,11,,,73,20,58,48,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,2,2022-01-15,352,321,,56,,,,13,,,,79,18,53,48,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,3,2022-01-22,421,389,,75,16,10,,24,,,0,76,12,69,60,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Maine,2022,4,2022-01-29,398,379,0,66,,17,,24,,,,94,13,77,66,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,5,2022-02-05,387,349,0,63,12,11,,11,,,,85,,65,54,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Maine,2022,6,2022-02-12,351,322,,60,19,11,,13,,,0,77,,57,45,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Maine,2022,7,2022-02-19,377,343,,71,17,11,,15,,,0,67,10,58,52,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Maine,2022,8,2022-02-26,301,268,,62,,11,,17,,,,66,13,19,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,9,2022-03-05,292,265,0,54,10,,,13,,,,74,12,20,16,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,10,2022-03-12,373,322,,69,15,17,,17,,11,,65,11,25,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,11,2022-03-19,289,265,0,63,10,10,,16,,,,58,11,13,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,12,2022-03-26,312,287,,56,17,16,,19,,,,64,,11,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Maine,2022,13,2022-04-02,319,290,,64,,12,,18,,,,70,11,11,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,14,2022-04-09,324,297,,77,12,,,24,,,,64,11,15,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,15,2022-04-16,288,253,,72,,,,21,,,,57,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,16,2022-04-23,275,247,0,67,,12,,,,,,55,10,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,17,2022-04-30,326,298,0,68,12,13,,21,,,,58,15,16,13,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,18,2022-05-07,285,254,,59,,,,,,,,58,,13,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
09/28/2022,Maine,2022,19,2022-05-14,313,282,,71,,,,12,,,,63,10,20,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maine,2022,20,2022-05-21,337,304,0,64,,10,,21,,,,81,15,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,21,2022-05-28,285,258,0,58,15,13,,16,,,0,69,,13,12,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/28/2022,Maine,2022,22,2022-06-04,327,289,0,62,,10,,25,,,,69,,18,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/28/2022,Maine,2022,23,2022-06-11,319,273,,67,13,12,,,11,,0,54,13,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,24,2022-06-18,317,287,0,67,13,,,17,,,0,63,15,15,11,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Maine,2022,25,2022-06-25,337,300,0,77,13,12,,19,,,,70,17,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,26,2022-07-02,305,270,0,56,15,,,17,,,,68,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,27,2022-07-09,307,275,,60,11,,,17,,10,,70,10,11,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,28,2022-07-16,294,266,,63,18,,,10,,,10,59,14,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,29,2022-07-23,291,268,,72,10,11,,15,10,,,54,12,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,30,2022-07-30,297,276,,56,15,,,14,,,13,60,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,31,2022-08-06,313,291,0,58,11,,,14,,,18,74,14,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,32,2022-08-13,296,281,,58,,,,13,,,25,73,15,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
09/28/2022,Maine,2022,33,2022-08-20,284,271,0,63,,,,16,,,20,47,15,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,34,2022-08-27,300,282,0,69,10,14,,12,,,25,48,17,16,12,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Maine,2022,35,2022-09-03,321,304,,72,,,,16,,,33,53,13,14,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Maine,2022,36,2022-09-10,312,309,0,68,,15,,,,,31,70,13,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maine,2022,37,2022-09-17,277,277,0,58,10,12,,19,,,26,54,10,11,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
09/28/2022,Maryland,2020,1,2020-01-04,1049,937,14,213,41,21,33,38,13,12,,249,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,2,2020-01-11,1035,933,13,205,34,19,22,46,,,,265,73,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,3,2020-01-18,988,895,14,191,26,27,22,42,15,17,,229,69,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,4,2020-01-25,1003,923,18,212,29,27,24,41,10,15,,237,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,5,2020-02-01,1034,934,15,200,31,20,23,38,15,16,,244,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,6,2020-02-08,1004,907,18,218,28,20,20,51,,15,,243,60,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,7,2020-02-15,1019,922,18,216,34,17,25,47,13,20,,246,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,8,2020-02-22,973,876,12,191,37,21,24,50,15,16,,214,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,9,2020-02-29,1082,960,14,222,30,26,27,51,12,14,,233,71,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,10,2020-03-07,1049,929,20,217,22,20,28,51,12,24,,224,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,11,2020-03-14,1005,907,25,187,32,20,33,43,,12,,240,62,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,12,2020-03-21,1064,959,22,204,26,26,30,66,14,12,,232,53,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Maryland,2020,13,2020-03-28,1092,980,18,221,36,20,39,48,11,14,,228,68,18,18,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,14,2020-04-04,1191,1094,23,208,44,34,32,55,11,14,,246,70,86,83,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,15,2020-04-11,1353,1245,21,225,44,26,30,47,12,14,,274,58,212,198,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,16,2020-04-18,1357,1263,18,197,36,32,27,50,12,14,,274,57,299,282,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,17,2020-04-25,1538,1430,16,209,59,30,26,40,14,14,,269,68,392,360,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,18,2020-05-02,1523,1417,14,214,29,24,21,51,15,18,,269,58,426,400,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,19,2020-05-09,1445,1313,17,213,41,27,,43,14,16,,242,65,414,385,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,20,2020-05-16,1431,1288,,208,56,18,20,50,,12,,229,60,390,357,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,21,2020-05-23,1336,1228,20,213,40,23,19,40,10,16,,244,55,298,276,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,22,2020-05-30,1265,1140,18,193,27,22,12,40,18,17,10,238,57,292,263,,,,,,,,,,,,,,,
09/28/2022,Maryland,2020,23,2020-06-06,1167,1058,18,191,34,25,16,33,,,,230,55,234,213,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,24,2020-06-13,1158,1032,18,200,32,21,15,34,,15,,231,48,191,171,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,25,2020-06-20,1070,947,20,199,26,15,13,37,,20,,221,43,135,115,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,26,2020-06-27,1031,925,11,207,22,17,11,34,,16,,232,57,115,102,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,27,2020-07-04,1051,935,15,214,33,21,,33,12,16,,232,42,91,72,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,28,2020-07-11,1031,916,24,195,28,27,13,33,,16,,226,53,74,60,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,29,2020-07-18,1026,915,11,206,36,17,12,26,10,11,,223,58,62,53,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,30,2020-07-25,1002,892,11,217,22,16,,36,12,10,,225,44,67,62,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,31,2020-08-01,1067,948,13,242,41,16,15,31,11,13,,231,56,79,61,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,32,2020-08-08,1007,890,27,184,28,18,,30,,11,,234,55,72,60,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,33,2020-08-15,1064,916,15,209,31,20,14,35,,10,,227,52,61,53,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,34,2020-08-22,1002,890,16,190,27,15,,42,13,,,231,55,59,47,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,35,2020-08-29,1040,938,24,220,38,16,16,47,13,,,229,65,57,44,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,36,2020-09-05,1046,912,14,201,35,14,11,40,,,,241,40,55,48,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,37,2020-09-12,996,864,15,198,32,17,,30,,14,,219,58,38,27,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,38,2020-09-19,991,872,15,180,33,17,,27,,11,,240,53,49,42,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,39,2020-09-26,1071,954,24,214,35,27,20,35,,18,,239,53,49,40,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,40,2020-10-03,1074,953,19,212,32,24,10,33,,13,,254,62,41,35,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,41,2020-10-10,1086,923,19,211,42,27,18,31,,11,,222,71,51,45,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,42,2020-10-17,1052,937,20,223,37,18,15,27,,,,240,63,43,34,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,43,2020-10-24,1101,978,15,223,38,18,13,44,,19,,242,64,63,55,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,44,2020-10-31,1071,953,23,198,36,33,11,32,10,13,,241,58,65,55,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,45,2020-11-07,1088,975,18,200,26,29,12,32,11,16,,274,55,79,69,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,46,2020-11-14,1106,1003,21,195,26,31,17,25,15,14,,244,54,103,88,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,47,2020-11-21,1224,1109,20,218,34,25,18,24,15,11,,256,77,159,138,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,48,2020-11-28,1185,1072,18,191,32,19,13,36,10,,,222,63,236,220,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,49,2020-12-05,1258,1151,19,197,31,20,10,31,,15,,271,67,263,236,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,50,2020-12-12,1378,1272,18,203,45,24,18,31,14,20,,236,56,352,313,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,51,2020-12-19,1432,1333,13,201,37,36,13,56,19,15,,259,66,370,322,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,52,2020-12-26,1337,1221,18,193,28,22,11,34,,15,,270,68,327,284,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2020,53,2021-01-02,1478,1357,22,231,34,27,15,50,21,20,,284,53,349,309,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,1,2021-01-09,1364,1263,21,195,31,26,21,49,16,13,,274,64,311,281,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,2,2021-01-16,1428,1289,17,219,43,23,13,36,,17,0,247,83,337,291,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2021,3,2021-01-23,1366,1243,21,208,26,30,15,27,10,15,,246,72,348,306,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,4,2021-01-30,1321,1210,17,207,35,36,17,42,12,16,,232,62,300,266,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,5,2021-02-06,1272,1167,18,204,35,18,11,34,15,13,0,272,73,246,212,,,,,,,,,,,,,,,
09/28/2022,Maryland,2021,6,2021-02-13,1295,1195,20,165,38,32,,37,10,21,,270,78,250,217,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,7,2021-02-20,1170,1075,23,177,41,19,,29,,13,,258,68,201,172,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,8,2021-02-27,1176,1048,19,189,36,33,10,37,,17,0,241,65,162,137,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Maryland,2021,9,2021-03-06,1146,1032,21,197,32,17,,33,13,17,,256,66,100,88,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,10,2021-03-13,1096,972,17,208,46,22,13,37,11,,,206,71,115,89,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,11,2021-03-20,1143,1017,13,199,40,30,13,36,11,10,,231,77,124,100,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,12,2021-03-27,1114,1001,20,209,27,19,,39,,19,,246,73,96,84,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,13,2021-04-03,1062,958,15,187,31,20,10,26,14,16,,221,66,122,103,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,14,2021-04-10,1159,1028,,223,20,22,14,37,22,17,,251,64,129,105,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,15,2021-04-17,1036,935,20,187,41,,,31,11,12,,243,64,119,98,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,16,2021-04-24,1103,981,13,187,30,17,,45,,12,,234,57,132,113,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,17,2021-05-01,1080,965,20,218,34,18,,32,,14,,229,67,120,99,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,18,2021-05-08,1019,895,13,189,37,13,,41,,,10,227,56,88,76,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Maryland,2021,19,2021-05-15,1054,926,,212,32,12,15,37,,16,,222,62,79,66,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,20,2021-05-22,1014,892,16,198,28,22,,30,,,,228,54,82,69,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,21,2021-05-29,1031,927,23,213,33,21,10,39,14,20,,224,60,63,52,,,,,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,22,2021-06-05,1024,900,17,216,36,21,18,22,11,,,224,64,37,35,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,23,2021-06-12,901,783,19,169,23,20,,32,12,14,,201,69,31,26,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,24,2021-06-19,950,837,17,202,35,24,,31,14,12,,205,57,26,17,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,25,2021-06-26,918,809,13,183,45,20,,34,10,17,,198,60,25,17,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Maryland,2021,26,2021-07-03,980,851,11,239,20,20,,43,,14,,219,35,15,10,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
