NazwaKraju,RodzajOkresu,NumerOkresu,Zgony2018,Zgony2019,Zgony2020
Albania,M,1,2158,2397,2187
Albania,M,2,2013,1974,2018
Albania,M,3,2136,1990,1993
Albania,M,4,1828,1687,1804
Albania,M,5,1664,1744,1803
Albania,M,6,1576,1718,1779
Albania,M,7,1641,1744,2166
Albania,M,8,1709,1734,2476
Albania,M,9,1621,1528,1982
Albania,M,10,1668,1673,2403
Albania,M,11,1730,1792,3854
Albania,M,12,2060,1956,3140
Algieria,M,1,16409,17784,17195
Algieria,M,2,15409,15331,15810
Algieria,M,3,15227,15367,15882
Algieria,M,4,14182,14465,15020
Algieria,M,5,14159,14465,14833
Algieria,M,6,13614,14285,18100
Algieria,M,7,14705,14754,32170
Algieria,M,8,14477,14970,23413
Algieria,M,9,13500,14032,17043
Algieria,M,10,14727,14790,18665
Algieria,M,11,14909,15042,26100
Algieria,M,12,15818,16160,21397
Andora,M,1,38,29,34
Andora,M,2,28,29,37
Andora,M,3,36,19,40
Andora,M,4,21,26,60
Andora,M,5,16,19,36
Andora,M,6,31,23,26
Andora,M,7,23,30,29
Andora,M,8,30,18,19
Andora,M,9,30,24,27
Andora,M,10,33,23,51
Andora,M,11,24,30,19
Andora,M,12,25,31,41
Antigua i Barbuda,M,1,37,63,50
Antigua i Barbuda,M,2,40,61,47
Antigua i Barbuda,M,3,60,45,60
Antigua i Barbuda,M,4,60,40,49
Antigua i Barbuda,M,5,58,38,52
Antigua i Barbuda,M,6,42,63,42
Antigua i Barbuda,M,7,53,54,46
Antigua i Barbuda,M,8,48,57,44
Antigua i Barbuda,M,9,54,51,45
Antigua i Barbuda,M,10,44,44,50
Antigua i Barbuda,M,11,42,48,49
Antigua i Barbuda,M,12,43,54,40
Argentyna,M,1,26030,26271,25571
Argentyna,M,2,23518,23688,24212
Argentyna,M,3,25683,26020,25639
Argentyna,M,4,25290,25582,24959
Argentyna,M,5,27672,28383,27541
Argentyna,M,6,31395,31418,28899
Argentyna,M,7,33618,36035,36033
Argentyna,M,8,33721,32472,37052
Argentyna,M,9,29980,29481,39973
Argentyna,M,10,27702,28362,42554
Argentyna,M,11,25250,25543,35421
Argentyna,M,12,23650,23836,31141
Armenia,M,1,2534,2773,2567
Armenia,M,2,2273,2247,2434
Armenia,M,3,2215,2353,2288
Armenia,M,4,1968,2203,2156
Armenia,M,5,2220,2285,2103
Armenia,M,6,1902,1929,2869
Armenia,M,7,2347,2069,2719
Armenia,M,8,1972,1994,2106
Armenia,M,9,1704,1802,2042
Armenia,M,10,2086,2014,3632
Armenia,M,11,2317,2179,6060
Armenia,M,12,2107,2404,4395
Aruba,M,1,70,49,69
Aruba,M,2,63,55,56
Aruba,M,3,60,64,74
Aruba,M,4,66,50,60
Aruba,M,5,62,55,47
Aruba,M,6,49,52,60
Aruba,M,7,65,56,47
Aruba,M,8,55,53,63
Aruba,M,9,46,56,82
Aruba,M,10,57,63,71
Aruba,M,11,68,52,57
Aruba,M,12,56,60,57
Australia,T,1,2818,2966,2926
Australia,T,2,2828,2997,2902
Australia,T,3,2763,3041,2914
Australia,T,4,2882,2957,3007
Australia,T,5,2885,2890,2910
Australia,T,6,2724,2957,2917
Australia,T,7,2825,2958,3030
Australia,T,8,2857,3094,3059
Australia,T,9,2858,3008,3090
Australia,T,10,2882,2926,2996
Australia,T,11,2879,3009,2976
Australia,T,12,2870,2920,3095
Australia,T,13,2939,3005,3143
Australia,T,14,2784,2962,3217
Australia,T,15,2828,3065,3140
Australia,T,16,2965,3051,3084
Australia,T,17,2840,3016,3044
Australia,T,18,3021,3019,3032
Australia,T,19,3148,3202,3161
Australia,T,20,3133,3219,3150
Australia,T,21,3252,3285,3214
Australia,T,22,3199,3357,3178
Australia,T,23,3301,3357,3113
Australia,T,24,3129,3460,3128
Australia,T,25,3254,3415,3064
Australia,T,26,3309,3427,3058
Australia,T,27,3375,3451,3218
Australia,T,28,3214,3350,3197
Australia,T,29,3376,3457,3204
Australia,T,30,3467,3491,3332
Australia,T,31,3286,3340,3353
Australia,T,32,3209,3476,3398
Australia,T,33,3375,3441,3478
Australia,T,34,3354,3524,3310
Australia,T,35,3449,3443,3283
Australia,T,36,3313,3499,3290
Australia,T,37,3111,3367,3239
Australia,T,38,3151,3333,3100
Australia,T,39,3143,3100,3145
Australia,T,40,3137,3246,3183
Australia,T,41,3155,3162,3042
Australia,T,42,3090,3147,3003
Australia,T,43,2980,3149,2964
Australia,T,44,3032,3082,3036
Australia,T,45,2999,2969,3034
Australia,T,46,2903,3033,3132
Australia,T,47,2990,2980,3043
Australia,T,48,2957,2986,2957
Australia,T,49,2964,2958,3106
Australia,T,50,2989,2994,3007
Australia,T,51,2934,2950,3047
Australia,T,52,2945,2881,3067
Austria,T,1,1767,1647,1614
Austria,T,2,1842,1709,1702
Austria,T,3,1786,1641,1797
Austria,T,4,1714,1713,1779
Austria,T,5,1870,1732,1947
Austria,T,6,1938,1796,1682
Austria,T,7,1881,1820,1721
Austria,T,8,1951,1751,1719
Austria,T,9,2021,1764,1768
Austria,T,10,1965,1811,1744
Austria,T,11,1946,1790,1718
Austria,T,12,1641,1619,1836
Austria,T,13,1766,1651,1765
Austria,T,14,1617,1607,1828
Austria,T,15,1560,1556,1793
Austria,T,16,1557,1558,1704
Austria,T,17,1383,1521,1588
Austria,T,18,1434,1462,1480
Austria,T,19,1372,1453,1520
Austria,T,20,1342,1558,1489
Austria,T,21,1383,1497,1481
Austria,T,22,1415,1495,1418
Austria,T,23,1433,1520,1490
Austria,T,24,1392,1554,1461
Austria,T,25,1401,1424,1413
Austria,T,26,1414,1454,1438
Austria,T,27,1441,1507,1561
Austria,T,28,1404,1338,1383
Austria,T,29,1511,1430,1443
Austria,T,30,1455,1557,1452
Austria,T,31,1615,1457,1527
Austria,T,32,1532,1406,1433
Austria,T,33,1430,1407,1607
Austria,T,34,1460,1453,1477
Austria,T,35,1414,1501,1500
Austria,T,36,1376,1423,1523
Austria,T,37,1452,1407,1568
Austria,T,38,1421,1452,1569
Austria,T,39,1436,1574,1532
Austria,T,40,1553,1555,1587
Austria,T,41,1509,1592,1624
Austria,T,42,1488,1497,1619
Austria,T,43,1491,1545,1780
Austria,T,44,1561,1536,1896
Austria,T,45,1501,1555,2006
Austria,T,46,1556,1558,2287
Austria,T,47,1531,1553,2414
Austria,T,48,1525,1586,2442
Austria,T,49,1656,1599,2550
Austria,T,50,1626,1667,2479
Austria,T,51,1639,1591,2264
Austria,T,52,1689,1636,2131
Azerbejdżan,M,1,5284,5423,5177
Azerbejdżan,M,2,5216,4816,5039
Azerbejdżan,M,3,4903,4563,5792
Azerbejdżan,M,4,5003,5324,4511
Azerbejdżan,M,5,4871,4555,4294
Azerbejdżan,M,6,4015,4505,6203
Azerbejdżan,M,7,5520,4902,6410
Azerbejdżan,M,8,4684,4269,5049
Azerbejdżan,M,9,4144,4101,4520
Azerbejdżan,M,10,4546,4386,5774
Azerbejdżan,M,11,4547,4393,8378
Azerbejdżan,M,12,4517,5210,14500
Barbados,M,1,222,263,255
Barbados,M,2,232,244,224
Barbados,M,3,218,206,244
Barbados,M,4,143,252,183
Barbados,M,5,296,291,245
Barbados,M,6,193,208,238
Barbados,M,7,221,245,229
Barbados,M,8,201,215,233
Barbados,M,9,188,251,187
Barbados,M,10,239,220,225
Barbados,M,11,191,266,209
Barbados,M,12,187,235,241
Białoruś,M,1,10659,11904,10725
Białoruś,M,2,9391,10115,9622
Białoruś,M,3,12080,10206,10690
Białoruś,M,4,10825,10343,10886
Białoruś,M,5,9940,10657,11966
Białoruś,M,6,9036,9263,13016
Białoruś,M,7,9525,9989,10759
Białoruś,M,8,9215,9065,10413
Białoruś,M,9,9249,9113,10659
Białoruś,M,10,10256,10519,12704
Białoruś,M,11,9545,9374,15565
Białoruś,M,12,10326,10365,17531
Belgia,T,1,2382,2308,2224
Belgia,T,2,2317,2347,2378
Belgia,T,3,2336,2312,2302
Belgia,T,4,2253,2395,2190
Belgia,T,5,2355,2421,2353
Belgia,T,6,2353,2544,2160
Belgia,T,7,2565,2409,2297
Belgia,T,8,2628,2418,2286
Belgia,T,9,3002,2428,2230
Belgia,T,10,3016,2389,2200
Belgia,T,11,2724,2335,2208
Belgia,T,12,2594,2167,2537
Belgia,T,13,2460,2063,3167
Belgia,T,14,2203,2183,3981
Belgia,T,15,2175,1969,4086
Belgia,T,16,2044,2095,3703
Belgia,T,17,1953,2046,3039
Belgia,T,18,1867,2011,2429
Belgia,T,19,1980,2034,2390
Belgia,T,20,1860,2034,2042
Belgia,T,21,1951,1995,2082
Belgia,T,22,1953,1933,1983
Belgia,T,23,1811,1966,1799
Belgia,T,24,1734,1847,1899
Belgia,T,25,1779,1913,1822
Belgia,T,26,1950,1980,1968
Belgia,T,27,2080,1935,1768
Belgia,T,28,1833,1788,1682
Belgia,T,29,1988,1882,1859
Belgia,T,30,2107,2318,1810
Belgia,T,31,2125,1916,1947
Belgia,T,32,2000,1766,2046
Belgia,T,33,1887,1777,2882
Belgia,T,34,1824,1859,2215
Belgia,T,35,1825,2006,1879
Belgia,T,36,1909,1838,1891
Belgia,T,37,1811,1833,1825
Belgia,T,38,1970,1923,2004
Belgia,T,39,1831,1906,1916
Belgia,T,40,1965,2048,1920
Belgia,T,41,2006,1951,2060
Belgia,T,42,1957,1961,2157
Belgia,T,43,1918,2065,2629
Belgia,T,44,1907,1935,3282
Belgia,T,45,2049,2001,3689
Belgia,T,46,2017,2014,3432
Belgia,T,47,2060,2187,3179
Belgia,T,48,2107,2122,2893
Belgia,T,49,2173,2161,2704
Belgia,T,50,2233,2213,2780
Belgia,T,51,2263,2337,2736
Belgia,T,52,2251,2152,2617
Belize,M,1,188,177,178
Belize,M,2,162,152,166
Belize,M,3,163,175,166
Belize,M,4,162,150,145
Belize,M,5,158,153,157
Belize,M,6,146,152,168
Belize,M,7,145,149,156
Belize,M,8,147,164,156
Belize,M,9,152,172,149
Belize,M,10,171,169,189
Belize,M,11,156,176,253
Belize,M,12,165,205,275
Bermudy,M,1,56,52,39
Bermudy,M,2,46,43,50
Bermudy,M,3,39,52,58
Bermudy,M,4,38,50,64
Bermudy,M,5,43,48,48
Bermudy,M,6,38,44,39
Bermudy,M,7,46,37,40
Bermudy,M,8,47,47,42
Bermudy,M,9,32,39,63
Bermudy,M,10,48,35,33
Bermudy,M,11,46,46,45
Bermudy,M,12,54,42,45
Boliwia,M,1,4255,4522,4717
Boliwia,M,2,4060,3947,4364
Boliwia,M,3,4189,4365,4615
Boliwia,M,4,3997,4074,3023
Boliwia,M,5,4354,4259,4353
Boliwia,M,6,4511,4491,8223
Boliwia,M,7,4643,4643,15876
Boliwia,M,8,4582,4510,10637
Boliwia,M,9,4193,4258,5209
Boliwia,M,10,4189,4321,4932
Boliwia,M,11,4191,3994,4601
Boliwia,M,12,4406,4614,4756
Bośnia i Hercegowina,M,1,2774,3444,2800
Bośnia i Hercegowina,M,2,3377,3512,3203
Bośnia i Hercegowina,M,3,3640,3239,2970
Bośnia i Hercegowina,M,4,3186,3122,3207
Bośnia i Hercegowina,M,5,2964,3240,2938
Bośnia i Hercegowina,M,6,2698,2817,2953
Bośnia i Hercegowina,M,7,2716,2969,3066
Bośnia i Hercegowina,M,8,3003,2905,3329
Bośnia i Hercegowina,M,9,2824,2683,3459
Bośnia i Hercegowina,M,10,3124,3170,3506
Bośnia i Hercegowina,M,11,2895,2963,5410
Bośnia i Hercegowina,M,12,3104,3066,5962
Brazylia,M,1,106838,110373,113395
Brazylia,M,2,94994,97737,106414
Brazylia,M,3,109390,109549,120185
Brazylia,M,4,107849,110370,125923
Brazylia,M,5,115068,118737,156908
Brazylia,M,6,116967,118911,142885
Brazylia,M,7,119675,124885,147571
Brazylia,M,8,115169,118568,143383
Brazylia,M,9,108897,112312,128972
Brazylia,M,10,107666,111532,130493
Brazylia,M,11,103328,105635,124326
Brazylia,M,12,110878,111193,141190
Brunei,M,1,168,140,183
Brunei,M,2,130,150,151
Brunei,M,3,142,140,151
Brunei,M,4,159,157,138
Brunei,M,5,137,148,136
Brunei,M,6,99,131,182
Brunei,M,7,124,152,140
Brunei,M,8,139,136,148
Brunei,M,9,124,170,122
Brunei,M,10,160,132,133
Brunei,M,11,98,136,128
Brunei,M,12,132,165,140
Bułgaria,T,1,2274,2533,2111
Bułgaria,T,2,2166,2692,2279
Bułgaria,T,3,2374,2756,2185
Bułgaria,T,4,2360,2848,2393
Bułgaria,T,5,2564,2573,2439
Bułgaria,T,6,2456,2245,2350
Bułgaria,T,7,2380,2300,2310
Bułgaria,T,8,2234,2264,2161
Bułgaria,T,9,2471,2275,2183
Bułgaria,T,10,2382,2166,2049
Bułgaria,T,11,2239,2123,2075
Bułgaria,T,12,2164,2148,2044
Bułgaria,T,13,2057,2081,2082
Bułgaria,T,14,2075,2114,2041
Bułgaria,T,15,2061,2092,2030
Bułgaria,T,16,1991,2036,2024
Bułgaria,T,17,2076,2051,1981
Bułgaria,T,18,1934,1980,1891
Bułgaria,T,19,1887,2120,1913
Bułgaria,T,20,1920,1980,2087
Bułgaria,T,21,1897,1998,1898
Bułgaria,T,22,1917,1967,1799
Bułgaria,T,23,1951,1932,1922
Bułgaria,T,24,1774,1994,1951
Bułgaria,T,25,1776,2026,1930
Bułgaria,T,26,1793,1908,1904
Bułgaria,T,27,1900,1954,2138
Bułgaria,T,28,1963,1820,2043
Bułgaria,T,29,1975,1867,1846
Bułgaria,T,30,1976,1963,1987
Bułgaria,T,31,1902,1854,2161
Bułgaria,T,32,1911,1896,2059
Bułgaria,T,33,1860,1920,1975
Bułgaria,T,34,1822,1936,1911
Bułgaria,T,35,1828,1863,1937
Bułgaria,T,36,1842,1734,1946
Bułgaria,T,37,1845,1753,1912
Bułgaria,T,38,1885,1791,1849
Bułgaria,T,39,1892,1827,1844
Bułgaria,T,40,2068,1887,1986
Bułgaria,T,41,2040,1888,2084
Bułgaria,T,42,2132,1971,2157
Bułgaria,T,43,2092,1911,2372
Bułgaria,T,44,2069,2039,2732
Bułgaria,T,45,2073,2194,3236
Bułgaria,T,46,2135,2026,3948
Bułgaria,T,47,2166,1958,4407
Bułgaria,T,48,2209,2071,4739
Bułgaria,T,49,2322,2128,4753
Bułgaria,T,50,2346,2113,4370
Bułgaria,T,51,2345,2135,3945
Bułgaria,T,52,2431,2117,3242
Republika Zielonego Przylądka,M,1,262,228,250
Republika Zielonego Przylądka,M,2,278,190,226
Republika Zielonego Przylądka,M,3,276,245,212
Republika Zielonego Przylądka,M,4,242,201,221
Republika Zielonego Przylądka,M,5,215,208,206
Republika Zielonego Przylądka,M,6,229,214,245
Republika Zielonego Przylądka,M,7,210,232,227
Republika Zielonego Przylądka,M,8,242,238,259
Republika Zielonego Przylądka,M,9,219,242,283
Republika Zielonego Przylądka,M,10,193,263,293
Republika Zielonego Przylądka,M,11,231,256,264
Republika Zielonego Przylądka,M,12,239,254,273
Kanada,T,1,6630,6080,6220
Kanada,T,2,6660,5950,6210
Kanada,T,3,6555,6000,6135
Kanada,T,4,6440,5945,6165
Kanada,T,5,6225,5845,5845
Kanada,T,6,6035,5810,5900
Kanada,T,7,6010,5865,5735
Kanada,T,8,6040,5795,5680
Kanada,T,9,5795,5735,5775
Kanada,T,10,5920,5745,5770
Kanada,T,11,5675,5660,5680
Kanada,T,12,5620,5625,5880
Kanada,T,13,5705,5570,5930
Kanada,T,14,5595,5550,6305
Kanada,T,15,5565,5560,6590
Kanada,T,16,5395,5580,6625
Kanada,T,17,5480,5430,6940
Kanada,T,18,5405,5520,6900
Kanada,T,19,5305,5425,6440
Kanada,T,20,5205,5370,6120
Kanada,T,21,5155,5335,5925
Kanada,T,22,5085,5200,5885
Kanada,T,23,5090,5185,5550
Kanada,T,24,5080,5240,5200
Kanada,T,25,5110,5015,5305
Kanada,T,26,5060,5045,5295
Kanada,T,27,5215,5160,5155
Kanada,T,28,5105,5165,5395
Kanada,T,29,4820,5075,5275
Kanada,T,30,4960,5080,5285
Kanada,T,31,4980,4950,5225
Kanada,T,32,4975,4985,5245
Kanada,T,33,4995,5065,5415
Kanada,T,34,4925,5065,5415
Kanada,T,35,4970,5130,5250
Kanada,T,36,5115,5095,5450
Kanada,T,37,5075,4995,5330
Kanada,T,38,5150,5045,5465
Kanada,T,39,5210,5395,5745
Kanada,T,40,5290,5455,5705
Kanada,T,41,5340,5320,5780
Kanada,T,42,5425,5640,5725
Kanada,T,43,5460,5535,5750
Kanada,T,44,5540,5525,5900
Kanada,T,45,5465,5615,6260
Kanada,T,46,5485,5660,6145
Kanada,T,47,5455,5600,6140
Kanada,T,48,5535,5665,6305
Kanada,T,49,5625,5740,6500
Kanada,T,50,5525,5720,6565
Kanada,T,51,5680,5650,6445
Kanada,T,52,5705,5905,6655
Chile,T,1,1946,2020,2108
Chile,T,2,1804,1818,2053
Chile,T,3,1804,1819,2057
Chile,T,4,1776,1945,1964
Chile,T,5,1895,1961,1970
Chile,T,6,1817,2023,1994
Chile,T,7,1885,1875,1909
Chile,T,8,1809,1931,1899
Chile,T,9,1782,1862,1884
Chile,T,10,1870,1795,1885
Chile,T,11,1789,1867,1928
Chile,T,12,1819,1877,2008
Chile,T,13,1961,1848,2006
Chile,T,14,1903,1959,2081
Chile,T,15,1939,1973,2010
Chile,T,16,1920,1980,2087
Chile,T,17,1917,2033,2095
Chile,T,18,1976,2095,2083
Chile,T,19,1864,2072,2342
Chile,T,20,2024,2147,2438
Chile,T,21,2088,2364,2933
Chile,T,22,2123,2354,3394
Chile,T,23,2368,2324,3899
Chile,T,24,2431,2429,3983
Chile,T,25,2247,2477,3732
Chile,T,26,2359,2504,3519
Chile,T,27,2334,2458,3070
Chile,T,28,2276,2376,2967
Chile,T,29,2334,2420,2814
Chile,T,30,2496,2343,2698
Chile,T,31,2514,2341,2653
Chile,T,32,2448,2265,2516
Chile,T,33,2306,2296,2431
Chile,T,34,2388,2239,2596
Chile,T,35,2178,2181,2479
Chile,T,36,2238,2181,2395
Chile,T,37,2140,2210,2405
Chile,T,38,2217,2224,2401
Chile,T,39,2046,2270,2364
Chile,T,40,2058,2163,2340
Chile,T,41,1986,2123,2396
Chile,T,42,2002,2067,2307
Chile,T,43,2030,2025,2304
Chile,T,44,1940,2038,2268
Chile,T,45,1960,2039,2239
Chile,T,46,1945,2013,2121
Chile,T,47,1992,2003,2184
Chile,T,48,1924,1978,2203
Chile,T,49,1852,1878,2174
Chile,T,50,1910,1892,2187
Chile,T,51,1941,1963,2155
Chile,T,52,1887,2010,2291
Kolumbia,T,1,4683,5311,5019
Kolumbia,T,2,4431,4663,5057
Kolumbia,T,3,4589,4798,4945
Kolumbia,T,4,4608,4566,4806
Kolumbia,T,5,4450,4507,4656
Kolumbia,T,6,4367,4449,4755
Kolumbia,T,7,4296,4435,4724
Kolumbia,T,8,4225,4449,4723
Kolumbia,T,9,4337,4431,4565
Kolumbia,T,10,4471,4406,4563
Kolumbia,T,11,4564,4456,4475
Kolumbia,T,12,4410,4474,4524
Kolumbia,T,13,4209,4464,4356
Kolumbia,T,14,4349,4433,4210
Kolumbia,T,15,4308,4510,4274
Kolumbia,T,16,4311,4383,4371
Kolumbia,T,17,4387,4414,4349
Kolumbia,T,18,4507,4636,4294
Kolumbia,T,19,4436,4579,4484
Kolumbia,T,20,4695,4397,4610
Kolumbia,T,21,4625,4637,4724
Kolumbia,T,22,4714,4532,4766
Kolumbia,T,23,4816,4824,5186
Kolumbia,T,24,4757,4693,5378
Kolumbia,T,25,4813,4913,5818
Kolumbia,T,26,4839,4766,6158
Kolumbia,T,27,4789,4820,6281
Kolumbia,T,28,4739,4837,6790
Kolumbia,T,29,4695,4873,7367
Kolumbia,T,30,4491,4623,7763
Kolumbia,T,31,4429,4676,8130
Kolumbia,T,32,4574,4683,7922
Kolumbia,T,33,4607,4645,7692
Kolumbia,T,34,4457,4865,7194
Kolumbia,T,35,4427,4792,6840
Kolumbia,T,36,4414,4662,6612
Kolumbia,T,37,4382,4568,6425
Kolumbia,T,38,4400,4599,6290
Kolumbia,T,39,4285,4392,6201
Kolumbia,T,40,4257,4582,6053
Kolumbia,T,41,4339,4540,6224
Kolumbia,T,42,4306,4581,6227
Kolumbia,T,43,4253,4600,6348
Kolumbia,T,44,4391,4732,6126
Kolumbia,T,45,4317,4706,6302
Kolumbia,T,46,4472,4649,6169
Kolumbia,T,47,4407,4738,6280
Kolumbia,T,48,4595,4709,6310
Kolumbia,T,49,4713,4758,6247
Kolumbia,T,50,4719,4744,6683
Kolumbia,T,51,4744,4808,6727
Kolumbia,T,52,4935,4973,7232
Kostaryka,M,1,1973,2090,2160
Kostaryka,M,2,1774,1754,1914
Kostaryka,M,3,1956,1947,2003
Kostaryka,M,4,1870,1991,1881
Kostaryka,M,5,2061,2042,1862
Kostaryka,M,6,2013,2275,1857
Kostaryka,M,7,1938,2036,2059
Kostaryka,M,8,2016,2006,2273
Kostaryka,M,9,2027,1996,2536
Kostaryka,M,10,1971,2074,2467
Kostaryka,M,11,1942,1983,2300
Kostaryka,M,12,2221,2098,2897
Chorwacja,T,1,1128,1154,1033
Chorwacja,T,2,1165,1220,1056
Chorwacja,T,3,1203,1238,1016
Chorwacja,T,4,1137,1319,1134
Chorwacja,T,5,1146,1286,1094
Chorwacja,T,6,1154,1133,1059
Chorwacja,T,7,1157,1126,1091
Chorwacja,T,8,1134,1093,1045
Chorwacja,T,9,1225,1031,1021
Chorwacja,T,10,1266,1130,1056
Chorwacja,T,11,1165,1018,1082
Chorwacja,T,12,1072,970,1094
Chorwacja,T,13,1061,987,1122
Chorwacja,T,14,1065,1032,1012
Chorwacja,T,15,1007,958,1001
Chorwacja,T,16,947,914,978
Chorwacja,T,17,1028,1033,868
Chorwacja,T,18,878,947,909
Chorwacja,T,19,935,958,880
Chorwacja,T,20,919,943,908
Chorwacja,T,21,930,952,904
Chorwacja,T,22,950,893,848
Chorwacja,T,23,917,1024,972
Chorwacja,T,24,901,1040,979
Chorwacja,T,25,845,909,889
Chorwacja,T,26,884,960,927
Chorwacja,T,27,985,930,970
Chorwacja,T,28,947,870,919
Chorwacja,T,29,911,933,888
Chorwacja,T,30,916,985,974
Chorwacja,T,31,1044,865,1059
Chorwacja,T,32,1030,892,956
Chorwacja,T,33,956,884,926
Chorwacja,T,34,939,928,921
Chorwacja,T,35,879,939,972
Chorwacja,T,36,918,831,931
Chorwacja,T,37,929,893,1000
Chorwacja,T,38,926,875,975
Chorwacja,T,39,913,944,963
Chorwacja,T,40,1035,921,1065
Chorwacja,T,41,957,975,970
Chorwacja,T,42,959,942,1096
Chorwacja,T,43,1004,919,1136
Chorwacja,T,44,950,940,1156
Chorwacja,T,45,925,966,1287
Chorwacja,T,46,986,999,1361
Chorwacja,T,47,981,915,1489
