NazwaKraju,RodzajOkresu,NumerOkresu,Zgony2018,Zgony2019,Zgony2020,Zgony2021
Iran,T,8,7520,7714,8151,8304
Iran,T,9,7853,7457,7895,8672
Iran,T,10,7285,7318,8737,8497
Iran,T,11,6607,7087,9866,8648
Iran,T,12,6258,6838,10800,5861
Iran,T,13,7962,6674,8697,9755
Iran,T,14,6297,5990,8088,10664
Iran,T,15,7205,8574,10126,10998
Iran,T,16,6600,6931,9272,12153
Iran,T,17,7047,7045,8381,12373
Iran,T,18,6475,7267,8146,10916
Iran,T,19,7089,7090,7578,10800
Iran,T,20,6720,6618,7311,11004
Iran,T,21,6879,6860,7494,10225
Iran,T,22,6169,6296,6934,9352
Iran,T,23,5679,5796,7831,9142
Iran,T,24,7237,8113,9429,9257
Iran,T,25,6592,7125,8421,8626
Iran,T,26,7108,7127,9823,8930
Iran,T,27,6992,7234,9477,8708
Iran,T,28,7053,7153,9826,9589
Iran,T,29,7388,7202,10214,9209
Iran,T,30,7339,7426,10512,11564
Iran,T,31,7289,7300,11327,13008
Iran,T,32,6953,6927,10652,12663
Iran,T,33,6526,6404,9550,14426
Iran,T,34,6067,6780,9726,18498
Iran,T,35,6796,7469,9370,16214
Iran,T,36,7149,6742,8351,15295
Iran,T,37,6294,6173,9179,13196
Iran,T,38,6165,7442,9046,11972
Iran,T,39,8112,7408,9572,10955
Iran,T,40,7032,7249,10081,9808
Iran,T,41,6894,7090,10211,11204
Iran,T,42,7000,7096,11648,10237
Iran,T,43,6918,7051,11607,9756
Iran,T,44,6450,6959,13076,9706
Iran,T,45,6699,8068,14019,9219
Iran,T,46,7992,8699,15608,8932
Iran,T,47,7213,8571,14412,9013
Iran,T,48,7463,9409,13887,9068
Iran,T,49,7575,8816,12211,8492
Iran,T,50,7382,8597,11198,8263
Iran,T,51,7510,8264,10654,8392
Iran,T,52,8288,7982,9764,8194
Irlandia,M,1,3488,3035,2969,3973
Irlandia,M,2,2850,2615,2650,3178
Irlandia,M,3,2994,2685,2898,2665
Irlandia,M,4,2596,2504,3502,2534
Irlandia,M,5,2385,2652,2681,2658
Irlandia,M,6,2291,2385,2225,2340
Irlandia,M,7,2334,2326,2285,2600
Irlandia,M,8,2244,2307,2360,2586
Irlandia,M,9,2295,2386,2381,2678
Irlandia,M,10,2483,2627,2723,2948
Irlandia,M,11,2527,2696,2548,3039
Irlandia,M,12,2653,3052,2759,3155
Izrael,T,1,1011,970,1092,1211
Izrael,T,2,999,1077,1010,1263
Izrael,T,3,1016,1126,1099,1278
Izrael,T,4,1006,1143,1001,1297
Izrael,T,5,1015,1067,991,1252
Izrael,T,6,989,1054,944,1183
Izrael,T,7,1010,973,966,1089
Izrael,T,8,974,1033,991,1011
Izrael,T,9,934,1011,906,986
Izrael,T,10,909,1003,930,1042
Izrael,T,11,907,996,965,1062
Izrael,T,12,868,943,892,997
Izrael,T,13,872,925,984,922
Izrael,T,14,846,852,1029,1009
Izrael,T,15,790,892,880,928
Izrael,T,16,803,880,928,876
Izrael,T,17,799,894,901,896
Izrael,T,18,812,971,831,860
Izrael,T,19,797,847,857,908
Izrael,T,20,820,846,847,879
Izrael,T,21,818,838,961,839
Izrael,T,22,763,829,837,798
Izrael,T,23,820,758,811,785
Izrael,T,24,718,829,785,807
Izrael,T,25,821,771,792,867
Izrael,T,26,762,732,779,840
Izrael,T,27,788,791,780,837
Izrael,T,28,812,719,838,750
Izrael,T,29,779,776,836,901
Izrael,T,30,798,802,817,890
Izrael,T,31,752,779,938,947
Izrael,T,32,774,797,858,1021
Izrael,T,33,780,789,944,1044
Izrael,T,34,831,751,913,1046
Izrael,T,35,799,841,899,1084
Izrael,T,36,805,785,897,990
Izrael,T,37,787,798,963,1033
Izrael,T,38,798,758,1005,955
Izrael,T,39,782,817,1026,957
Izrael,T,40,783,798,1011,961
Izrael,T,41,814,802,1114,919
Izrael,T,42,807,851,1080,975
Izrael,T,43,877,810,1047,884
Izrael,T,44,901,834,933,908
Izrael,T,45,878,907,907,944
Izrael,T,46,843,857,815,858
Izrael,T,47,859,799,930,841
Izrael,T,48,870,909,930,892
Izrael,T,49,865,876,928,966
Izrael,T,50,899,941,967,1021
Izrael,T,51,939,933,1007,1002
Izrael,T,52,898,1033,1016,1100
Włochy,T,1,16245,14168,13483,16831
Włochy,T,2,15947,14863,13974,16921
Włochy,T,3,15234,15325,14049,17209
Włochy,T,4,14698,15360,13989,16383
Włochy,T,5,14551,15807,13900,15657
Włochy,T,6,13844,15228,13537,14324
Włochy,T,7,14034,15072,13641,14965
Włochy,T,8,14026,14674,13257,14443
Włochy,T,9,14406,14605,13696,14751
Włochy,T,10,14197,13827,14706,15259
Włochy,T,11,13306,13344,18234,15559
Włochy,T,12,12417,12655,21929,15982
Włochy,T,13,12793,12486,23457,15929
Włochy,T,14,12404,12714,20901,15219
Włochy,T,15,12140,12107,18949,14646
Włochy,T,16,11917,12167,16757,14576
Włochy,T,17,11742,11895,14725,13761
Włochy,T,18,11060,11522,13156,12813
Włochy,T,19,11030,11699,12604,12428
Włochy,T,20,10857,11552,11976,12188
Włochy,T,21,11329,11619,11447,12005
Włochy,T,22,11317,11350,10982,11957
Włochy,T,23,10996,12261,11144,11874
Włochy,T,24,11091,11982,10708,11716
Włochy,T,25,11003,11375,11123,12871
Włochy,T,26,10550,12667,12070,12419
Włochy,T,27,11146,12324,12396,12039
Włochy,T,28,11117,11617,11484,11693
Włochy,T,29,11180,11019,10923,11999
Włochy,T,30,11132,12024,11393,12850
Włochy,T,31,12305,10974,12724,12646
Włochy,T,32,12469,11395,12115,13752
Włochy,T,33,11204,11256,12410,12889
Włochy,T,34,11189,11046,11914,12075
Włochy,T,35,10851,10908,11761,12021
Włochy,T,36,11008,10448,11262,12142
Włochy,T,37,11098,11025,11627,12231
Włochy,T,38,11177,10907,11821,11633
Włochy,T,39,10903,10986,11179,11534
Włochy,T,40,11485,10953,12017,11378
Włochy,T,41,11614,11441,12246,12515
Włochy,T,42,11593,11515,12746,13072
Włochy,T,43,11891,11769,14547,12703
Włochy,T,44,11551,11234,15659,12743
Włochy,T,45,11805,11740,17335,12794
Włochy,T,46,11811,12125,18647,12781
Włochy,T,47,12532,11968,18784,12751
Włochy,T,48,12391,12024,18887,13879
Włochy,T,49,12739,11897,17995,14237
Włochy,T,50,12827,12666,17482,14972
Włochy,T,51,13306,12981,17073,15214
Włochy,T,52,13426,12398,15703,14925
Jamajka,M,1,1695,1743,1596,1704
Jamajka,M,2,1521,1681,1453,1806
Jamajka,M,3,1670,1727,1525,2435
Jamajka,M,4,1549,1537,1479,1892
Jamajka,M,5,1513,1466,1462,1713
Jamajka,M,6,1472,1617,1503,1539
Jamajka,M,7,1607,1593,1551,1601
Jamajka,M,8,1402,1612,1672,2986
Jamajka,M,9,1380,1529,1685,3583
Jamajka,M,10,1422,1545,1659,2028
Jamajka,M,11,1353,1622,1628,1556
Japonia,M,1,137773,140223,132622,140844
Japonia,M,2,122855,117312,117010,118984
Japonia,M,3,120575,118335,119161,123579
Japonia,M,4,108977,112790,113362,118169
Japonia,M,5,106196,110055,108380,118634
Japonia,M,6,98406,102354,100423,108734
Japonia,M,7,106782,106594,104849,112222
Japonia,M,8,105948,111436,111591,117804
Japonia,M,9,104679,107694,107468,115706
Japonia,M,10,112320,114284,118038,120781
Japonia,M,11,114473,119462,118455,122806
Japonia,M,12,123486,127236,133185,134026
Kazachstan,M,1,11786,12402,11867,12478
Kazachstan,M,2,10527,10768,10842,11186
Kazachstan,M,3,11519,10582,8511,12476
Kazachstan,M,4,10963,11617,4441,13317
Kazachstan,M,5,11634,11183,14358,14202
Kazachstan,M,6,10333,10061,14949,12904
Kazachstan,M,7,11289,12420,28178,16700
Kazachstan,M,8,9963,10477,17835,24342
Kazachstan,M,9,10089,10535,13672,19975
Kazachstan,M,10,11363,11680,12489,16002
Kazachstan,M,11,10780,10386,12388,15862
Kazachstan,M,12,10269,11378,13083,13913
Kosowo,M,1,874,873,906,1237
Kosowo,M,2,804,775,805,993
Kosowo,M,3,808,897,831,1328
Kosowo,M,4,700,769,739,1314
Kosowo,M,5,714,743,841,923
Kosowo,M,6,720,743,854,790
Kosowo,M,7,695,761,1426,760
Kosowo,M,8,772,774,1426,1239
Kosowo,M,9,700,717,915,1450
Kosowo,M,10,768,775,984,869
Kosowo,M,11,692,777,1610,757
Kosowo,M,12,751,826,1650,981
Kirgistan,M,1,2781,3085,3082,2988
Kirgistan,M,2,2565,2590,2900,2621
Kirgistan,M,3,2887,2606,2390,3137
Kirgistan,M,4,2749,2827,1263,3024
Kirgistan,M,5,2775,2802,2919,2868
Kirgistan,M,6,2594,2377,3559,3375
Kirgistan,M,7,2912,3059,4045,3835
Kirgistan,M,8,2646,2663,4572,3810
Kirgistan,M,9,2432,2584,3411,3307
Kirgistan,M,10,2803,2809,3423,3257
Kirgistan,M,11,2804,2687,4154,3381
Kirgistan,M,12,3041,3206,4259,3590
Łotwa,T,1,567,586,603,837
Łotwa,T,2,555,669,591,822
Łotwa,T,3,598,669,537,789
Łotwa,T,4,606,612,555,785
Łotwa,T,5,587,636,560,761
Łotwa,T,6,568,619,534,697
Łotwa,T,7,589,599,545,680
Łotwa,T,8,671,596,543,661
Łotwa,T,9,707,572,523,595
Łotwa,T,10,699,575,507,604
Łotwa,T,11,664,533,549,628
Łotwa,T,12,706,557,546,579
Łotwa,T,13,687,562,532,606
Łotwa,T,14,648,523,571,549
Łotwa,T,15,606,552,567,589
Łotwa,T,16,582,509,514,596
Łotwa,T,17,517,564,554,625
Łotwa,T,18,502,455,522,599
Łotwa,T,19,554,545,453,650
Łotwa,T,20,526,501,587,606
Łotwa,T,21,527,533,538,560
Łotwa,T,22,537,490,506,563
Łotwa,T,23,452,498,505,638
Łotwa,T,24,455,488,523,519
Łotwa,T,25,491,505,514,710
Łotwa,T,26,495,469,560,611
Łotwa,T,27,492,483,516,583
Łotwa,T,28,534,493,472,629
Łotwa,T,29,587,535,526,507
Łotwa,T,30,528,492,494,546
Łotwa,T,31,592,456,493,550
Łotwa,T,32,484,448,501,492
Łotwa,T,33,440,484,524,548
Łotwa,T,34,483,453,530,500
Łotwa,T,35,486,473,473,528
Łotwa,T,36,521,456,481,603
Łotwa,T,37,466,505,481,558
Łotwa,T,38,513,463,487,619
Łotwa,T,39,503,562,536,651
Łotwa,T,40,545,534,543,661
Łotwa,T,41,501,532,508,774
Łotwa,T,42,502,511,557,917
Łotwa,T,43,514,511,575,915
Łotwa,T,44,538,509,559,915
Łotwa,T,45,535,486,558,890
Łotwa,T,46,521,481,572,830
Łotwa,T,47,496,538,600,715
Łotwa,T,48,532,548,618,674
Łotwa,T,49,572,544,669,692
Łotwa,T,50,560,558,711,649
Łotwa,T,51,613,563,730,665
Łotwa,T,52,589,597,820,701
Liban,M,1,2275,2654,2779,4380
Liban,M,2,2179,2222,2485,4200
Liban,M,3,2454,2400,2222,4574
Liban,M,4,1983,2147,1836,3584
Liban,M,5,2513,2213,2183,2485
Liban,M,6,1893,1988,1826,2035
Liban,M,7,1925,1986,1938,2197
Liban,M,8,1708,1750,2139,2633
Liban,M,9,1700,1755,2218,2521
Liban,M,10,2415,1879,2765,2372
Liban,M,11,2035,1933,2857,2720
Liban,M,12,2016,2022,3144,3249
Liechtenstein,M,1,25,15,19,31
Liechtenstein,M,2,20,25,30,23
Liechtenstein,M,3,36,22,23,16
Liechtenstein,M,4,22,27,22,29
Liechtenstein,M,5,17,20,21,24
Liechtenstein,M,6,23,21,18,11
Liechtenstein,M,7,20,20,19,26
Liechtenstein,M,8,28,23,23,20
Liechtenstein,M,9,22,19,30,18
Liechtenstein,M,10,17,23,23,20
Liechtenstein,M,11,25,28,39,25
Liechtenstein,M,12,19,20,52,25
Litwa,T,1,826,842,812,1179
Litwa,T,2,788,878,803,1174
Litwa,T,3,879,910,787,1082
Litwa,T,4,862,982,786,1083
Litwa,T,5,911,895,762,963
Litwa,T,6,957,854,764,983
Litwa,T,7,947,800,809,917
Litwa,T,8,965,831,707,774
Litwa,T,9,964,783,807,853
Litwa,T,10,903,783,773,893
Litwa,T,11,858,754,773,814
Litwa,T,12,802,780,804,822
Litwa,T,13,800,678,816,761
Litwa,T,14,856,726,775,883
Litwa,T,15,790,723,803,834
Litwa,T,16,785,709,784,859
Litwa,T,17,701,773,786,810
Litwa,T,18,739,714,769,873
Litwa,T,19,777,691,717,854
Litwa,T,20,726,707,733,826
Litwa,T,21,708,788,715,807
Litwa,T,22,730,708,745,815
Litwa,T,23,622,788,735,805
Litwa,T,24,688,763,820,800
Litwa,T,25,662,660,760,910
Litwa,T,26,648,746,811,682
Litwa,T,27,623,677,689,815
Litwa,T,28,691,671,703,859
Litwa,T,29,733,681,764,686
Litwa,T,30,719,727,757,736
Litwa,T,31,807,611,723,711
Litwa,T,32,736,665,726,772
Litwa,T,33,678,661,746,799
Litwa,T,34,694,680,763,777
Litwa,T,35,623,715,721,762
Litwa,T,36,627,662,673,852
Litwa,T,37,645,635,729,873
Litwa,T,38,658,641,721,963
Litwa,T,39,682,708,784,1004
Litwa,T,40,701,714,744,994
Litwa,T,41,729,678,785,1070
Litwa,T,42,711,732,836,1035
Litwa,T,43,753,661,845,1097
Litwa,T,44,706,671,853,1036
Litwa,T,45,686,720,877,1021
Litwa,T,46,681,657,952,968
Litwa,T,47,727,702,1099,982
Litwa,T,48,741,774,1109,953
Litwa,T,49,843,681,1238,963
Litwa,T,50,773,726,1220,992
Litwa,T,51,770,720,1371,1066
Litwa,T,52,821,748,1395,890
Luksemburg,T,1,85,98,62,101
Luksemburg,T,2,100,82,85,96
Luksemburg,T,3,84,81,92,89
Luksemburg,T,4,85,83,86,110
Luksemburg,T,5,96,101,89,94
Luksemburg,T,6,115,106,90,89
Luksemburg,T,7,111,112,70,93
Luksemburg,T,8,112,89,85,86
Luksemburg,T,9,111,90,74,89
Luksemburg,T,10,135,83,92,114
Luksemburg,T,11,85,78,87,115
Luksemburg,T,12,94,83,87,78
Luksemburg,T,13,70,92,113,78
Luksemburg,T,14,75,77,91,88
Luksemburg,T,15,80,70,116,75
Luksemburg,T,16,83,78,88,83
Luksemburg,T,17,64,82,83,93
Luksemburg,T,18,67,81,69,77
Luksemburg,T,19,77,66,87,63
Luksemburg,T,20,75,77,80,86
Luksemburg,T,21,84,82,77,68
Luksemburg,T,22,53,80,77,66
Luksemburg,T,23,89,71,73,81
Luksemburg,T,24,74,67,70,85
Luksemburg,T,25,57,63,78,69
Luksemburg,T,26,77,92,67,85
Luksemburg,T,27,77,71,70,76
Luksemburg,T,28,63,86,73,86
Luksemburg,T,29,69,70,73,69
Luksemburg,T,30,88,72,71,66
Luksemburg,T,31,100,72,91,75
Luksemburg,T,32,95,82,93,77
Luksemburg,T,33,81,79,99,65
Luksemburg,T,34,58,65,72,72
Luksemburg,T,35,72,77,61,81
Luksemburg,T,36,88,73,86,92
Luksemburg,T,37,60,78,73,74
Luksemburg,T,38,60,72,87,69
Luksemburg,T,39,84,85,75,89
Luksemburg,T,40,91,83,82,94
Luksemburg,T,41,90,87,69,68
Luksemburg,T,42,86,62,87,82
Luksemburg,T,43,61,83,93,110
Luksemburg,T,44,83,103,98,101
Luksemburg,T,45,98,90,113,101
Luksemburg,T,46,70,102,117,88
Luksemburg,T,47,89,89,126,102
Luksemburg,T,48,72,89,134,105
Luksemburg,T,49,69,87,110,90
Luksemburg,T,50,85,89,126,93
Luksemburg,T,51,92,83,105,109
Luksemburg,T,52,81,95,117,99
Makao,M,1,188,245,201,212
Makao,M,2,170,187,187,193
Makao,M,3,165,186,167,188
Makao,M,4,156,191,189,187
Makao,M,5,163,187,165,181
Makao,M,6,157,171,178,194
Makao,M,7,180,191,187,178
Makao,M,8,174,196,206,201
Makao,M,9,164,190,184,178
Makao,M,10,177,148,184,196
Makao,M,11,177,168,192,181
Makao,M,12,198,222,190,231
Malezja,M,1,14960,14872,16028,15393
Malezja,M,2,13996,13399,13827,13504
Malezja,M,3,14985,14750,14676,14648
Malezja,M,4,14224,14128,13038,14341
Malezja,M,5,14413,14540,13886,15164
Malezja,M,6,14033,14734,13317,14802
Malezja,M,7,14461,14850,13659,22489
Malezja,M,8,14278,14328,13950,23958
Malezja,M,9,13417,13579,13249,19137
Malta,T,1,108,99,93,93
Malta,T,2,74,87,93,84
Malta,T,3,86,116,107,117
Malta,T,4,82,105,88,93
Malta,T,5,77,102,77,88
Malta,T,6,85,87,90,92
Malta,T,7,99,78,72,109
Malta,T,8,107,88,73,107
Malta,T,9,90,107,68,108
Malta,T,10,91,88,70,105
Malta,T,11,77,72,90,94
Malta,T,12,76,87,104,86
Malta,T,13,56,75,80,78
Malta,T,14,79,75,75,66
Malta,T,15,63,68,77,69
Malta,T,16,68,75,93,64
Malta,T,17,68,64,56,59
Malta,T,18,73,72,74,70
Malta,T,19,68,70,71,77
Malta,T,20,71,63,71,75
Malta,T,21,72,50,52,77
Malta,T,22,69,73,67,53
Malta,T,23,64,53,65,57
Malta,T,24,75,74,57,68
Malta,T,25,59,63,61,56
Malta,T,26,64,72,47,92
Malta,T,27,62,55,69,66
Malta,T,28,60,68,62,76
Malta,T,29,69,50,64,63
Malta,T,30,65,65,62,62
Malta,T,31,58,68,64,90
Malta,T,32,54,72,63,92
Malta,T,33,59,56,58,54
Malta,T,34,64,46,81,76
Malta,T,35,65,62,73,69
Malta,T,36,55,74,71,72
Malta,T,37,67,60,64,73
Malta,T,38,56,53,63,50
Malta,T,39,61,48,80,84
Malta,T,40,60,63,84,66
Malta,T,41,72,47,71,54
Malta,T,42,51,63,62,87
Malta,T,43,72,68,67,57
Malta,T,44,49,51,89,71
Malta,T,45,74,63,84,64
Malta,T,46,66,66,95,80
Malta,T,47,55,75,89,79
Malta,T,48,69,76,93,80
Malta,T,49,71,58,106,77
Malta,T,50,78,57,102,88
Malta,T,51,59,73,109,108
Malta,T,52,100,84,114,92
Martynika,T,1,55,56,51,74
Martynika,T,2,86,70,66,71
Martynika,T,3,66,69,70,65
Martynika,T,4,60,66,50,60
Martynika,T,5,74,66,72,70
Martynika,T,6,69,66,69,56
Martynika,T,7,65,71,59,69
Martynika,T,8,67,69,69,63
Martynika,T,9,68,78,56,62
Martynika,T,10,72,78,77,75
Martynika,T,11,52,66,62,69
Martynika,T,12,63,84,73,66
Martynika,T,13,64,63,66,67
Martynika,T,14,65,72,79,74
Martynika,T,15,48,73,72,61
Martynika,T,16,44,58,66,70
Martynika,T,17,72,64,60,70
Martynika,T,18,51,59,64,75
Martynika,T,19,55,74,79,51
Martynika,T,20,67,59,67,65
Martynika,T,21,70,84,61,86
Martynika,T,22,61,55,72,80
Martynika,T,23,68,72,51,75
Martynika,T,24,81,65,71,74
Martynika,T,25,58,68,79,84
Martynika,T,26,52,80,62,64
Martynika,T,27,61,71,66,82
Martynika,T,28,76,87,68,74
Martynika,T,29,66,70,65,84
Martynika,T,30,54,76,62,120
Martynika,T,31,54,82,65,181
Martynika,T,32,69,79,60,206
Martynika,T,33,59,65,75,219
Martynika,T,34,63,65,74,183
Martynika,T,35,58,56,68,182
Martynika,T,36,78,69,74,157
Martynika,T,37,62,65,93,107
Martynika,T,38,69,63,103,111
Martynika,T,39,63,56,82,88
Martynika,T,40,62,74,77,88
Martynika,T,41,62,73,74,95
Martynika,T,42,56,62,70,81
Martynika,T,43,66,53,67,80
Martynika,T,44,48,59,67,67
Martynika,T,45,49,73,66,75
Martynika,T,46,67,62,85,65
Martynika,T,47,61,72,68,89
Martynika,T,48,47,60,66,78
Martynika,T,49,67,63,59,80
Martynika,T,50,61,59,70,65
Martynika,T,51,70,67,60,93
Martynika,T,52,72,74,68,66
Mauritius,M,1,907,1019,965,955
Mauritius,M,2,846,843,845,853
Mauritius,M,3,941,954,929,952
Mauritius,M,4,865,873,850,864
Mauritius,M,5,868,888,893,888
Mauritius,M,6,881,820,910,952
Mauritius,M,7,1032,1065,1006,1012
Mauritius,M,8,905,1018,1002,1178
Mauritius,M,9,906,972,906,1203
Mauritius,M,10,888,918,932,1220
Mauritius,M,11,848,832,899,1761
Mauritius,M,12,900,972,923,1436
Majotta,T,1,14,10,13,26
Majotta,T,2,25,15,17,19
Majotta,T,3,18,12,16,20
Majotta,T,4,13,21,14,23
Majotta,T,5,20,11,10,22
Majotta,T,6,14,11,28,49
Majotta,T,7,14,9,14,48
Majotta,T,8,11,17,23,46
Majotta,T,9,10,18,22,38
Majotta,T,10,14,10,16,34
Majotta,T,11,13,15,20,21
Majotta,T,12,9,19,23,20
Majotta,T,13,20,22,20,22
Majotta,T,14,9,14,29,15
Majotta,T,15,17,17,23,18
Majotta,T,16,9,22,33,18
Majotta,T,17,11,18,12,15
Majotta,T,18,16,21,26,8
Majotta,T,19,15,19,19,28
Majotta,T,20,7,8,24,13
Majotta,T,21,15,12,20,17
Majotta,T,22,17,8,21,21
Majotta,T,23,14,12,13,11
Majotta,T,24,14,17,22,13
Majotta,T,25,8,13,9,13
Majotta,T,26,15,12,13,16
Majotta,T,27,12,13,17,18
Majotta,T,28,11,18,18,13
Majotta,T,29,13,13,11,15
Majotta,T,30,15,14,18,16
Majotta,T,31,16,17,20,10
Majotta,T,32,13,11,15,18
Majotta,T,33,13,16,20,22
Majotta,T,34,10,19,19,21
Majotta,T,35,9,11,14,13
Majotta,T,36,21,19,16,21
Majotta,T,37,17,8,10,23
Majotta,T,38,11,8,16,21
Majotta,T,39,11,9,23,22
Majotta,T,40,12,20,14,18
Majotta,T,41,9,6,10,20
Majotta,T,42,16,14,14,15
Majotta,T,43,16,23,12,17
Majotta,T,44,14,20,14,18
Majotta,T,45,18,10,18,21
Majotta,T,46,10,14,15,17
Majotta,T,47,16,18,21,15
Majotta,T,48,15,14,11,15
Majotta,T,49,16,12,24,21
Majotta,T,50,13,17,19,21
Majotta,T,51,16,11,17,35
Majotta,T,52,10,10,22,29
Meksyk,T,1,16721,17723,16688,36536
Meksyk,T,2,16170,16602,16859,43676
Meksyk,T,3,16738,16252,16292,44875
Meksyk,T,4,16041,15864,15641,36826
Meksyk,T,5,15770,15862,15268,32028
Meksyk,T,6,15306,15689,15751,27048
Meksyk,T,7,14588,15445,14925,25502
Meksyk,T,8,14199,14755,14542,24184
Meksyk,T,9,14001,14639,13954,20698
Meksyk,T,10,13552,14391,14049,19924
Meksyk,T,11,13497,13749,13901,18677
Meksyk,T,12,13254,13660,13235,17987
Meksyk,T,13,13191,13903,13729,17183
Meksyk,T,14,13577,14049,13564,17576
Meksyk,T,15,12888,13718,14074,17147
Meksyk,T,16,13080,13743,15043,16220
Meksyk,T,17,12657,13718,17134,15722
Meksyk,T,18,13040,13698,18862,15374
Meksyk,T,19,12784,13792,20672,15004
Meksyk,T,20,13172,13590,22374,14551
Meksyk,T,21,13125,14160,23296,14621
Meksyk,T,22,13567,13438,23248,14242
Meksyk,T,23,13025,13382,24247,14438
Meksyk,T,24,12451,13398,24881,14612
Meksyk,T,25,12932,13562,25179,14661
Meksyk,T,26,12610,13111,24914,14964
Meksyk,T,27,12845,13496,25708,15825
Meksyk,T,28,13114,13146,26640,16902
Meksyk,T,29,13334,13276,26601,18857
Meksyk,T,30,13455,13256,25898,21300
Meksyk,T,31,12997,13596,24901,24204
Meksyk,T,32,12602,13242,23897,26282
Meksyk,T,33,12767,13610,22767,27841
Meksyk,T,34,12503,13293,21813,26873
Meksyk,T,35,12811,13023,20894,26520
Meksyk,T,36,12556,12986,20239,25357
Meksyk,T,37,12780,12943,19546,23955
Meksyk,T,38,12994,13838,18885,22189
Meksyk,T,39,12807,13521,19010,20673
Meksyk,T,40,12931,13433,18563,19340
Meksyk,T,41,13232,13438,18914,18361
Meksyk,T,42,13115,13736,18907,16936
Meksyk,T,43,13435,13611,19661,16305
Meksyk,T,44,13772,13959,20367,16291
Meksyk,T,45,13897,14035,21475,16177
Meksyk,T,46,14612,14238,21732,16143
Meksyk,T,47,15202,14855,22388,16009
Meksyk,T,48,14647,13793,22623,15951
Meksyk,T,49,14833,13894,23596,15905
Meksyk,T,50,15216,13926,25414,15908
Meksyk,T,51,16440,13545,26634,16326
Meksyk,T,52,17373,15634,29677,16901
Mołdowa,M,1,3623,3992,3477,4128
Mołdowa,M,2,3094,3277,3098,3691
Mołdowa,M,3,3468,3220,2708,4908
Mołdowa,M,4,3032,2866,2275,4345
Mołdowa,M,5,3038,3428,3873,3378
Mołdowa,M,6,2844,2825,3339,3024
Mołdowa,M,7,2653,2704,3355,2946
Mołdowa,M,8,2545,2711,2707,2499
Mołdowa,M,9,3002,2658,3467,3574
Mołdowa,M,10,3261,3029,3829,4764
Mołdowa,M,11,3411,3039,3736,4713
Mołdowa,M,12,3205,3045,4852,3416
Monako,M,1,72,41,46,58
Monako,M,2,37,39,36,70
Monako,M,3,45,49,53,66
Monako,M,4,47,47,45,40
Monako,M,5,38,41,38,58
Monako,M,6,31,37,39,27
Monako,M,7,32,48,37,39
Monako,M,8,45,37,43,45
Monako,M,9,45,42,44,46
Monako,M,10,39,47,47,50
Monako,M,11,50,50,42,36
Monako,M,12,41,50,51,58
Mongolia,M,1,1486,1573,1366,1151
Mongolia,M,2,1370,1358,1298,1237
Mongolia,M,3,1486,1373,1292,1381
Mongolia,M,4,1375,1431,1310,1484
Mongolia,M,5,1432,1508,1288,1403
Mongolia,M,6,1367,1280,1306,1715
Mongolia,M,7,1533,1410,1402,1819
Mongolia,M,8,1391,1425,1331,1678
Mongolia,M,9,1460,1365,1405,2026
Mongolia,M,10,1461,1542,1427,2302
Mongolia,M,11,1361,1266,1278,1950
Mongolia,M,12,1609,1674,1219,1783
Czarnogóra,T,1,155,141,86,199
Czarnogóra,T,2,127,152,119,178
Czarnogóra,T,3,153,142,145,194
Czarnogóra,T,4,119,171,133,173
Czarnogóra,T,5,136,169,139,203
Czarnogóra,T,6,115,142,150,205
Czarnogóra,T,7,131,140,130,211
Czarnogóra,T,8,150,170,142,220
Czarnogóra,T,9,158,129,119,220
Czarnogóra,T,10,144,149,141,212
Czarnogóra,T,11,126,121,113,231
Czarnogóra,T,12,126,116,126,184
Czarnogóra,T,13,135,114,150,222
Czarnogóra,T,14,151,117,118,197
Czarnogóra,T,15,127,120,123,186
Czarnogóra,T,16,100,139,113,193
Czarnogóra,T,17,125,123,101,188
Czarnogóra,T,18,130,136,112,154
Czarnogóra,T,19,127,110,95,166
Czarnogóra,T,20,102,109,115,156
Czarnogóra,T,21,109,117,113,110
Czarnogóra,T,22,111,91,115,143
Czarnogóra,T,23,110,121,112,96
Czarnogóra,T,24,116,134,113,136
Czarnogóra,T,25,102,126,101,124
Czarnogóra,T,26,126,131,115,131
Czarnogóra,T,27,108,117,154,137
Czarnogóra,T,28,107,112,137,116
Czarnogóra,T,29,117,112,146,130
Czarnogóra,T,30,124,123,156,147
Czarnogóra,T,31,120,107,151,136
Czarnogóra,T,32,129,112,131,182
Czarnogóra,T,33,96,129,112,167
Czarnogóra,T,34,122,121,137,177
Czarnogóra,T,35,120,119,139,168
Czarnogóra,T,36,124,124,148,176
Czarnogóra,T,37,116,122,124,190
Czarnogóra,T,38,125,112,131,185
Czarnogóra,T,39,99,106,154,184
Czarnogóra,T,40,133,121,149,171
Czarnogóra,T,41,123,127,147,198
Czarnogóra,T,42,114,119,159,166
Czarnogóra,T,43,124,106,183,189
Holandia,T,1,3344,3061,3103,4144
Holandia,T,2,3363,3261,3364,3852
Holandia,T,3,3365,3153,3157,3862
Holandia,T,4,3323,3180,3046,3716
Holandia,T,5,3405,3144,3164,3654
Holandia,T,6,3514,3186,3196,3550
Holandia,T,7,3661,3253,3198,3528
Holandia,T,8,3692,3223,2959,3207
Holandia,T,9,3936,3066,3098,3105
Holandia,T,10,4096,3173,3107,3245
Holandia,T,11,3733,3228,3218,3043
