NazwaKraju,Mies./tyg.,NrOkresu,Zgony2018,Zgony2019,Zgony2021
Estonia,T,14,337,257,398
Estonia,T,15,319,290,389
Estonia,T,16,318,299,362
Estonia,T,17,276,286,316
Estonia,T,18,269,301,351
Estonia,T,19,268,274,350
Estonia,T,20,300,313,319
Estonia,T,21,281,303,319
Estonia,T,22,266,276,293
Estonia,T,23,262,296,303
Estonia,T,24,282,257,297
Estonia,T,25,277,281,395
Estonia,T,26,261,279,314
Estonia,T,27,230,263,371
Estonia,T,28,280,278,325
Estonia,T,29,310,286,277
Estonia,T,30,291,314,286
Estonia,T,31,321,256,311
Estonia,T,32,302,269,311
Estonia,T,33,234,323,289
Estonia,T,34,261,251,299
Estonia,T,35,255,271,329
Estonia,T,36,278,261,347
Estonia,T,37,265,254,300
Estonia,T,38,284,277,351
Estonia,T,39,283,282,349
Estonia,T,40,273,305,339
Estonia,T,41,301,257,358
Estonia,T,42,282,286,366
Estonia,T,43,299,296,420
Estonia,T,44,282,293,424
Estonia,T,45,259,271,396
Estonia,T,46,284,288,402
Estonia,T,47,289,299,423
Estonia,T,48,283,291,369
Estonia,T,49,316,327,386
Estonia,T,50,319,304,378
Estonia,T,51,318,305,376
Estonia,T,52,329,302,405
Wyspy Owcze,M,1,43,38,39
Wyspy Owcze,M,2,33,31,36
Wyspy Owcze,M,3,35,41,25
Wyspy Owcze,M,4,27,32,40
Wyspy Owcze,M,5,38,33,32
Wyspy Owcze,M,6,30,33,30
Wyspy Owcze,M,7,29,37,35
Wyspy Owcze,M,8,28,30,31
Wyspy Owcze,M,9,35,30,34
Wyspy Owcze,M,10,31,35,31
Wyspy Owcze,M,11,31,31,42
Wyspy Owcze,M,12,34,40,53
Finlandia,T,1,1072,1213,1104
Finlandia,T,2,1091,1125,1125
Finlandia,T,3,1083,1171,1206
Finlandia,T,4,1131,1134,1159
Finlandia,T,5,1186,1141,1104
Finlandia,T,6,1110,1170,1056
Finlandia,T,7,1143,1089,1159
Finlandia,T,8,1173,1058,1133
Finlandia,T,9,1247,1070,1091
Finlandia,T,10,1223,1085,1049
Finlandia,T,11,1251,1154,1090
Finlandia,T,12,1216,1047,1021
Finlandia,T,13,1154,1072,1053
Finlandia,T,14,1243,1033,1056
Finlandia,T,15,1096,1058,1033
Finlandia,T,16,1110,1024,1054
Finlandia,T,17,1027,1001,1008
Finlandia,T,18,1023,1090,1067
Finlandia,T,19,980,972,1116
Finlandia,T,20,973,993,1008
Finlandia,T,21,909,927,995
Finlandia,T,22,926,919,1013
Finlandia,T,23,944,1053,981
Finlandia,T,24,921,934,1009
Finlandia,T,25,954,962,1080
Finlandia,T,26,946,895,1009
Finlandia,T,27,961,949,1092
Finlandia,T,28,986,983,1148
Finlandia,T,29,1060,962,1015
Finlandia,T,30,1047,1022,1026
Finlandia,T,31,1063,922,1062
Finlandia,T,32,919,958,1100
Finlandia,T,33,984,923,1078
Finlandia,T,34,943,992,1066
Finlandia,T,35,947,966,1079
Finlandia,T,36,941,986,1148
Finlandia,T,37,907,990,1064
Finlandia,T,38,997,1007,1120
Finlandia,T,39,1012,1047,1133
Finlandia,T,40,1059,1050,1138
Finlandia,T,41,1004,1090,1184
Finlandia,T,42,982,1052,1197
Finlandia,T,43,999,1081,1127
Finlandia,T,44,1021,1101,1088
Finlandia,T,45,1031,997,1153
Finlandia,T,46,983,1014,1183
Finlandia,T,47,995,970,1221
Finlandia,T,48,1038,1024,1211
Finlandia,T,49,1063,1097,1277
Finlandia,T,50,1065,1053,1197
Finlandia,T,51,1037,1105,1179
Finlandia,T,52,1193,1089,1186
Francja,T,1,14154,12814,14675
Francja,T,2,13590,13355,14638
Francja,T,3,13157,13249,15147
Francja,T,4,12464,13666,14785
Francja,T,5,12132,13927,14436
Francja,T,6,12697,14056,14156
Francja,T,7,12645,13584,14131
Francja,T,8,13136,13501,13320
Francja,T,9,14212,13062,12964
Francja,T,10,14327,12459,12799
Francja,T,11,13156,11696,12964
Francja,T,12,12687,11548,12776
Francja,T,13,12443,11312,13240
Francja,T,14,12014,11469,12997
Francja,T,15,11716,11018,13086
Francja,T,16,11603,11283,13220
Francja,T,17,10788,11257,12746
Francja,T,18,10696,10884,12502
Francja,T,19,10332,10996,11503
Francja,T,20,10399,10980,11238
Francja,T,21,10781,10783,11055
Francja,T,22,10512,10491,10817
Francja,T,23,10138,10342,10670
Francja,T,24,9978,10321,10858
Francja,T,25,10203,10494,9858
Francja,T,26,10894,11127,10134
Francja,T,27,10777,10742,10491
Francja,T,28,10255,10258,10328
Francja,T,29,10509,10330,11496
Francja,T,30,10923,11339,10674
Francja,T,31,10765,10108,10544
Francja,T,32,10731,10346,11579
Francja,T,33,9930,9991,11217
Francja,T,34,10388,10350,10923
Francja,T,35,10140,10824,11467
Francja,T,36,10497,10095,11729
Francja,T,37,10532,10532,10945
Francja,T,38,10520,10893,10911
Francja,T,39,10453,10544,11309
Francja,T,40,11061,10910,11405
Francja,T,41,11134,11117,12062
Francja,T,42,10780,11148,11968
Francja,T,43,10999,11188,12241
Francja,T,44,11194,11392,11675
Francja,T,45,11484,11554,12115
Francja,T,46,11249,11767,12247
Francja,T,47,11459,12109,12835
Francja,T,48,11595,12032,13497
Francja,T,49,11324,11944,13968
Francja,T,50,11501,12228,13876
Francja,T,51,12021,12353,14564
Francja,T,52,11954,12149,14689
Gujana Francuska,T,1,18,29,21
Gujana Francuska,T,2,21,16,25
Gujana Francuska,T,3,26,23,18
Gujana Francuska,T,4,10,21,22
Gujana Francuska,T,5,22,21,22
Gujana Francuska,T,6,19,15,20
Gujana Francuska,T,7,15,27,21
Gujana Francuska,T,8,25,12,21
Gujana Francuska,T,9,18,23,18
Gujana Francuska,T,10,11,21,24
Gujana Francuska,T,11,12,20,29
Gujana Francuska,T,12,17,22,30
Gujana Francuska,T,13,19,22,26
Gujana Francuska,T,14,17,23,20
Gujana Francuska,T,15,23,17,14
Gujana Francuska,T,16,16,26,18
Gujana Francuska,T,17,21,18,13
Gujana Francuska,T,18,25,22,20
Gujana Francuska,T,19,14,18,18
Gujana Francuska,T,20,17,10,24
Gujana Francuska,T,21,14,15,24
Gujana Francuska,T,22,11,23,25
Gujana Francuska,T,23,10,16,30
Gujana Francuska,T,24,11,22,31
Gujana Francuska,T,25,16,21,35
Gujana Francuska,T,26,18,14,20
Gujana Francuska,T,27,16,19,35
Gujana Francuska,T,28,18,16,32
Gujana Francuska,T,29,18,27,30
Gujana Francuska,T,30,13,29,31
Gujana Francuska,T,31,16,23,36
Gujana Francuska,T,32,13,18,24
Gujana Francuska,T,33,22,13,33
Gujana Francuska,T,34,13,19,39
Gujana Francuska,T,35,16,25,32
Gujana Francuska,T,36,21,12,28
Gujana Francuska,T,37,19,14,38
Gujana Francuska,T,38,20,17,44
Gujana Francuska,T,39,12,16,40
Gujana Francuska,T,40,9,23,34
Gujana Francuska,T,41,11,13,28
Gujana Francuska,T,42,22,13,26
Gujana Francuska,T,43,11,18,35
Gujana Francuska,T,44,12,21,29
Gujana Francuska,T,45,20,15,26
Gujana Francuska,T,46,15,24,18
Gujana Francuska,T,47,15,14,19
Gujana Francuska,T,48,19,22,13
Gujana Francuska,T,49,13,21,21
Gujana Francuska,T,50,25,23,17
Gujana Francuska,T,51,19,19,21
Gujana Francuska,T,52,13,17,22
Polinezja Francuska,M,1,153,124,161
Polinezja Francuska,M,2,132,124,144
Polinezja Francuska,M,3,128,163,123
Polinezja Francuska,M,4,143,117,119
Polinezja Francuska,M,5,133,123,118
Polinezja Francuska,M,6,151,118,115
Polinezja Francuska,M,7,120,143,135
Polinezja Francuska,M,8,150,147,575
Polinezja Francuska,M,9,110,111,320
Gruzja,M,1,4304,4972,5134
Gruzja,M,2,3812,3868,3892
Gruzja,M,3,4219,4171,4318
Gruzja,M,4,3976,4068,4170
Gruzja,M,5,3875,4054,4557
Gruzja,M,6,3696,3707,4120
Gruzja,M,7,3806,3469,4203
Gruzja,M,8,3493,3474,5977
Gruzja,M,9,3225,3216,5309
Gruzja,M,10,3720,3601,5610
Gruzja,M,11,4087,3961,6563
Gruzja,M,12,4311,4098,6053
Niemcy,T,1,19342,18686,24849
Niemcy,T,2,18770,19170,24503
Niemcy,T,3,19187,19163,24077
Niemcy,T,4,19171,19505,22645
Niemcy,T,5,19558,19812,21736
Niemcy,T,6,20086,19981,20932
Niemcy,T,7,21254,20150,20469
Niemcy,T,8,22888,20349,18953
Niemcy,T,9,25535,20790,18441
Niemcy,T,10,26777,20453,18610
Niemcy,T,11,24385,19795,18337
Niemcy,T,12,22777,19016,18397
Niemcy,T,13,20906,18562,18495
Niemcy,T,14,20038,18671,18828
Niemcy,T,15,19165,17852,19069
Niemcy,T,16,17992,18089,19251
Niemcy,T,17,17093,17894,19511
Niemcy,T,18,16789,17090,19309
Niemcy,T,19,17226,17118,18592
Niemcy,T,20,16488,17315,17793
Niemcy,T,21,16513,17080,17166
Niemcy,T,22,17039,16921,18164
Niemcy,T,23,16714,17491,17410
Niemcy,T,24,15582,16484,19052
Niemcy,T,25,15843,16639,17189
Niemcy,T,26,16569,17918,16990
Niemcy,T,27,16622,16552,16959
Niemcy,T,28,16070,16319,17629
Niemcy,T,29,16702,16856,17589
Niemcy,T,30,18340,19630,17209
Niemcy,T,31,20371,17034,17003
Niemcy,T,32,18478,16540,17536
Niemcy,T,33,16890,15934,17451
Niemcy,T,34,16612,16263,17166
Niemcy,T,35,16000,17637,17339
Niemcy,T,36,16390,15988,18835
Niemcy,T,37,16292,16303,18018
Niemcy,T,38,16651,16500,18117
Niemcy,T,39,15969,17402,18094
Niemcy,T,40,16622,16899,18177
Niemcy,T,41,16993,17666,18917
Niemcy,T,42,16552,17713,19760
Niemcy,T,43,16608,17327,20268
Niemcy,T,44,16895,17488,20324
Niemcy,T,45,17604,17859,21004
Niemcy,T,46,16842,18242,22264
Niemcy,T,47,17785,18535,23170
Niemcy,T,48,18091,18581,24110
Niemcy,T,49,18342,19143,23917
Niemcy,T,50,17943,19101,22812
Niemcy,T,51,18990,19062,22363
Niemcy,T,52,17954,18204,21995
Gibraltar,M,1,39,36,89
Grecja,T,1,2533,2706,2652
Grecja,T,2,2453,3105,2498
Grecja,T,3,2345,3039,2652
Grecja,T,4,2548,2860,2621
Grecja,T,5,2605,2893,2493
Grecja,T,6,2557,2772,2463
Grecja,T,7,2469,2563,2529
Grecja,T,8,2493,2660,2667
Grecja,T,9,2610,2769,2724
Grecja,T,10,2532,2519,2655
Grecja,T,11,2415,2470,2783
Grecja,T,12,2330,2391,2759
Grecja,T,13,2365,2332,2929
Grecja,T,14,2341,2413,2898
Grecja,T,15,2349,2312,2969
Grecja,T,16,2319,2220,2665
Grecja,T,17,2175,2403,2804
Grecja,T,18,2226,2360,2937
Grecja,T,19,1980,2323,2436
Grecja,T,20,2112,2268,2500
Grecja,T,21,2021,2210,2585
Grecja,T,22,2223,2281,2318
Grecja,T,23,2302,2285,2393
Grecja,T,24,2188,2546,2314
Grecja,T,25,2080,2376,2959
Grecja,T,26,2045,2419,3154
Grecja,T,27,2361,2377,2702
Grecja,T,28,2160,2258,2699
Grecja,T,29,2356,2097,2449
Grecja,T,30,2195,2337,2825
Grecja,T,31,2231,2386,3886
Grecja,T,32,2288,2391,2952
Grecja,T,33,2285,2361,2669
Grecja,T,34,2260,2264,2778
Grecja,T,35,2178,2356,2565
Grecja,T,36,2196,2122,2519
Grecja,T,37,2063,2084,2719
Grecja,T,38,2100,2110,2440
Grecja,T,39,2022,2087,2439
Grecja,T,40,2176,2158,2456
Grecja,T,41,2244,2070,2488
Grecja,T,42,2164,2123,2514
Grecja,T,43,2261,2170,2726
Grecja,T,44,2301,2283,2993
Grecja,T,45,2232,2303,2852
Grecja,T,46,2392,2216,2991
Grecja,T,47,2438,2216,3170
Grecja,T,48,2312,2395,3174
Grecja,T,49,2451,2512,3340
Grecja,T,50,2503,2463,3286
Grecja,T,51,2535,2445,3300
Grecja,T,52,2632,2459,3297
Grenlandia,M,1,48,46,48
Grenlandia,M,2,25,50,53
Grenlandia,M,3,49,55,39
Grenlandia,M,4,62,47,47
Grenlandia,M,5,52,32,27
Grenlandia,M,6,45,49,43
Grenlandia,M,7,31,40,57
Grenlandia,M,8,49,40,48
Grenlandia,M,9,34,59,47
Grenlandia,M,10,28,42,43
Grenlandia,M,11,30,42,25
Grenlandia,M,12,34,46,54
Gwadelupa,T,1,68,74,75
Gwadelupa,T,2,60,66,80
Gwadelupa,T,3,72,66,80
Gwadelupa,T,4,53,70,55
Gwadelupa,T,5,69,79,69
Gwadelupa,T,6,68,77,52
Gwadelupa,T,7,59,78,58
Gwadelupa,T,8,48,48,81
Gwadelupa,T,9,71,77,65
Gwadelupa,T,10,74,64,60
Gwadelupa,T,11,69,69,65
Gwadelupa,T,12,63,56,76
Gwadelupa,T,13,66,77,65
Gwadelupa,T,14,75,65,71
Gwadelupa,T,15,45,62,80
Gwadelupa,T,16,58,68,80
Gwadelupa,T,17,75,59,64
Gwadelupa,T,18,52,45,68
Gwadelupa,T,19,60,62,70
Gwadelupa,T,20,78,62,83
Gwadelupa,T,21,50,79,68
Gwadelupa,T,22,56,52,63
Gwadelupa,T,23,52,67,80
Gwadelupa,T,24,70,76,74
Gwadelupa,T,25,60,71,61
Gwadelupa,T,26,67,76,70
Gwadelupa,T,27,54,64,70
Gwadelupa,T,28,57,71,68
Gwadelupa,T,29,55,68,74
Gwadelupa,T,30,74,71,79
Gwadelupa,T,31,54,46,135
Gwadelupa,T,32,77,56,207
Gwadelupa,T,33,56,74,311
Gwadelupa,T,34,51,81,290
Gwadelupa,T,35,57,71,192
Gwadelupa,T,36,51,66,161
Gwadelupa,T,37,74,76,96
Gwadelupa,T,38,79,57,103
Gwadelupa,T,39,45,57,82
Gwadelupa,T,40,60,75,67
Gwadelupa,T,41,60,58,74
Gwadelupa,T,42,53,69,63
Gwadelupa,T,43,61,64,66
Gwadelupa,T,44,59,57,62
Gwadelupa,T,45,49,63,57
Gwadelupa,T,46,45,52,73
Gwadelupa,T,47,62,57,63
Gwadelupa,T,48,65,53,53
Gwadelupa,T,49,61,57,66
Gwadelupa,T,50,68,59,54
Gwadelupa,T,51,58,71,72
Gwadelupa,T,52,54,72,64
Gwatemala,T,1,1716,1462,1900
Gwatemala,T,2,1668,1659,1928
Gwatemala,T,3,1746,1643,1895
Gwatemala,T,4,1593,1598,1839
Gwatemala,T,5,1351,1570,1772
Gwatemala,T,6,1520,1566,1786
Gwatemala,T,7,1498,1606,1707
Gwatemala,T,8,1487,1635,1748
Gwatemala,T,9,1448,1574,1809
Gwatemala,T,10,1498,1612,1765
Gwatemala,T,11,1526,1594,1794
Gwatemala,T,12,1506,1559,1968
Gwatemala,T,13,1400,1732,1962
Gwatemala,T,14,1524,1609,2060
Gwatemala,T,15,1520,1682,2216
Gwatemala,T,16,1687,1633,2188
Gwatemala,T,17,1689,1683,2183
Gwatemala,T,18,1637,1720,2128
Gwatemala,T,19,1449,1679,2086
Gwatemala,T,20,1552,1695,2131
Gwatemala,T,21,1596,1622,2075
Gwatemala,T,22,1372,1551,2154
Gwatemala,T,23,1686,1723,2203
Gwatemala,T,24,1635,1652,2151
Gwatemala,T,25,1659,1718,2179
Gwatemala,T,26,1707,1738,2352
Gwatemala,T,27,1613,1817,2459
Gwatemala,T,28,1633,1709,2532
Gwatemala,T,29,1671,1670,2671
Gwatemala,T,30,1643,1659,2727
Gwatemala,T,31,1340,1695,2821
Gwatemala,T,32,1612,1591,2971
Gwatemala,T,33,1478,1630,3323
Gwatemala,T,34,1586,1694,3546
Gwatemala,T,35,1280,1664,3676
Gwatemala,T,36,1587,1588,3848
Gwatemala,T,37,1584,1576,3687
Gwatemala,T,38,1548,1639,3202
Gwatemala,T,39,1581,1633,2946
Gwatemala,T,40,1577,1602,2635
Gwatemala,T,41,1644,1647,2400
Gwatemala,T,42,1642,1656,2095
Gwatemala,T,43,1534,1651,1969
Gwatemala,T,44,1430,1607,1918
Gwatemala,T,45,1608,1633,1794
Gwatemala,T,46,1577,1661,1771
Gwatemala,T,47,1556,1585,1700
Gwatemala,T,48,1568,1550,1779
Gwatemala,T,49,1529,1574,1708
Gwatemala,T,50,1582,1571,1769
Gwatemala,T,51,1620,1627,1782
Hongkong,M,1,4607,4777,5283
Hongkong,M,2,4660,3982,4143
Hongkong,M,3,4264,4216,4325
Hongkong,M,4,3862,4074,4129
Hongkong,M,5,3738,4028,4156
Hongkong,M,6,3551,3837,3851
Hongkong,M,7,3608,3962,4101
Hongkong,M,8,3714,3859,4080
Hongkong,M,9,3478,3716,3840
Hongkong,M,10,3844,3924,4291
Hongkong,M,11,3783,3946,4332
Hongkong,M,12,4291,4636,4637
Węgry,T,1,2595,3054,3218
Węgry,T,2,2546,3090,3203
Węgry,T,3,2675,3037,3041
Węgry,T,4,2655,3234,2860
Węgry,T,5,2731,3384,2887
Węgry,T,6,2833,3263,2881
Węgry,T,7,3037,3034,2927
Węgry,T,8,3161,2888,3167
Węgry,T,9,3237,2909,3274
Węgry,T,10,3218,2713,3808
Węgry,T,11,3016,2733,4305
Węgry,T,12,2878,2469,4569
Węgry,T,13,2774,2411,4535
Węgry,T,14,2622,2414,4141
Węgry,T,15,2576,2393,3532
Węgry,T,16,2336,2327,3251
Węgry,T,17,2300,2442,2969
Węgry,T,18,2294,2316,2723
Węgry,T,19,2160,2283,2551
Węgry,T,20,2154,2208,2389
Węgry,T,21,2352,2283,2334
Węgry,T,22,2393,2196,2415
Węgry,T,23,2228,2288,2374
Węgry,T,24,2243,2623,2365
Węgry,T,25,2188,2217,2677
Węgry,T,26,2140,2247,2389
Węgry,T,27,2225,2242,2362
Węgry,T,28,2285,2065,2425
Węgry,T,29,2265,2292,2108
Węgry,T,30,2389,2471,2508
Węgry,T,31,2479,2170,2184
Węgry,T,32,2419,2215,2352
Węgry,T,33,2199,2218,2205
Węgry,T,34,2323,2235,2165
Węgry,T,35,2254,2373,2274
Węgry,T,36,2267,2199,2404
Węgry,T,37,2356,2154,2470
Węgry,T,38,2385,2241,2375
Węgry,T,39,2362,2494,2423
Węgry,T,40,2498,2442,2534
Węgry,T,41,2512,2382,2665
Węgry,T,42,2432,2394,2670
Węgry,T,43,2409,2355,2973
Węgry,T,44,2361,2297,3334
Węgry,T,45,2362,2443,3530
Węgry,T,46,2408,2358,3670
Węgry,T,47,2555,2301,4029
Węgry,T,48,2559,2355,4154
Węgry,T,49,2644,2558,3967
Węgry,T,50,2677,2526,3641
Węgry,T,51,2797,2536,3462
Węgry,T,52,2860,2494,3365
Islandia,T,1,62,39,45
Islandia,T,2,47,41,57
Islandia,T,3,41,40,48
Islandia,T,4,50,37,42
Islandia,T,5,47,43,42
Islandia,T,6,46,36,46
Islandia,T,7,44,47,55
Islandia,T,8,57,41,46
Islandia,T,9,50,47,46
Islandia,T,10,43,47,40
Islandia,T,11,37,57,42
Islandia,T,12,36,37,37
Islandia,T,13,55,48,52
Islandia,T,14,55,38,40
Islandia,T,15,51,42,54
Islandia,T,16,45,47,45
Islandia,T,17,41,53,47
Islandia,T,18,32,45,53
Islandia,T,19,43,44,41
Islandia,T,20,38,46,41
Islandia,T,21,51,36,35
Islandia,T,22,50,38,38
Islandia,T,23,54,45,45
Islandia,T,24,35,42,52
Islandia,T,25,36,39,44
Islandia,T,26,52,60,45
Islandia,T,27,40,40,43
Islandia,T,28,38,42,47
Islandia,T,29,33,30,38
Islandia,T,30,30,56,56
Islandia,T,31,41,33,46
Islandia,T,32,45,36,47
Islandia,T,33,25,37,44
Islandia,T,34,38,53,45
Islandia,T,35,36,36,36
Islandia,T,36,41,34,43
Islandia,T,37,45,33,43
Islandia,T,38,33,45,32
Islandia,T,39,50,53,35
Islandia,T,40,42,56,42
Islandia,T,41,51,48,43
Islandia,T,42,37,38,31
Islandia,T,43,54,38,39
Islandia,T,44,40,50,50
Islandia,T,45,39,38,58
Islandia,T,46,45,45,41
Islandia,T,47,42,51,43
Islandia,T,48,32,58,43
Islandia,T,49,43,45,46
Islandia,T,50,41,46,61
Islandia,T,51,42,36,48
Islandia,T,52,46,49,55
Iran,T,1,8204,8155,8929
Iran,T,2,8065,8269,8628
Iran,T,3,8326,8285,8651
Iran,T,4,8301,8093,8934
Iran,T,5,7971,8049,8426
Iran,T,6,8137,7604,7881
Iran,T,7,7346,7033,8528
Iran,T,8,7520,7714,8304
Iran,T,9,7853,7457,8672
Iran,T,10,7285,7318,8497
Iran,T,11,6607,7087,8648
Iran,T,12,6258,6838,5861
Iran,T,13,7962,6674,9755
Iran,T,14,6297,5990,10664
Iran,T,15,7205,8574,10998
Iran,T,16,6600,6931,12153
Iran,T,17,7047,7045,12373
Iran,T,18,6475,7267,10916
Iran,T,19,7089,7090,10800
Iran,T,20,6720,6618,11004
Iran,T,21,6879,6860,10225
Iran,T,22,6169,6296,9352
Iran,T,23,5679,5796,9142
Iran,T,24,7237,8113,9257
Iran,T,25,6592,7125,8626
Iran,T,26,7108,7127,8930
Iran,T,27,6992,7234,8708
Iran,T,28,7053,7153,9589
Iran,T,29,7388,7202,9209
Iran,T,30,7339,7426,11564
Iran,T,31,7289,7300,13008
Iran,T,32,6953,6927,12663
Iran,T,33,6526,6404,14426
Iran,T,34,6067,6780,18498
Iran,T,35,6796,7469,16214
Iran,T,36,7149,6742,15295
Iran,T,37,6294,6173,13196
Iran,T,38,6165,7442,11972
Iran,T,39,8112,7408,10955
Iran,T,40,7032,7249,9808
Iran,T,41,6894,7090,11204
Iran,T,42,7000,7096,10237
Iran,T,43,6918,7051,9756
Iran,T,44,6450,6959,9706
Iran,T,45,6699,8068,9219
Iran,T,46,7992,8699,8932
Iran,T,47,7213,8571,9013
