DATAFLOW,CSE_SEX: Sex,CSE_AGE0_90: Age 0 to 90,CSE_FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,CSE_OBS_STATUS: Observation Status,CSE_OBS_NOTE: Observation Note
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2009-A1,1872,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2010-A1,1867,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2011-A1,1818,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2012-A1,1822,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2013-A1,2010,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2014-A1,2105,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2015-A1,2100,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2016-A1,2237,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2017-A1,2229,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2018-A1,2161,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2019-A1,2205,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_05: 05,A: Annual,2020-A1,2405,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2000-A1,2829,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2001-A1,3004,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2002-A1,2877,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2003-A1,2811,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2004-A1,2777,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2005-A1,2616,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2006-A1,2746,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2007-A1,2845,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2008-A1,2944,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2009-A1,2792,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2010-A1,2808,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2011-A1,2711,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2012-A1,2693,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2013-A1,2554,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2014-A1,2483,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2015-A1,2480,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2016-A1,2436,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2017-A1,2431,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2018-A1,2415,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2019-A1,2482,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_19: 19,A: Annual,2020-A1,2118,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2000-A1,2336,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2001-A1,2311,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2002-A1,2279,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2003-A1,2441,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2004-A1,2555,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2005-A1,2639,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2006-A1,2719,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2007-A1,2758,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2008-A1,2846,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2009-A1,2950,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2010-A1,2913,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2011-A1,2906,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2012-A1,3005,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2013-A1,2984,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2014-A1,3138,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2015-A1,3478,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2016-A1,3450,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2017-A1,3564,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2018-A1,3761,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2019-A1,4000,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),F: Females,AG_33: 33,A: Annual,2020-A1,4178,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2000-A1,2817,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2001-A1,2722,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2002-A1,2538,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2003-A1,2538,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2004-A1,2590,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2005-A1,2522,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2006-A1,2380,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2007-A1,2204,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2008-A1,2145,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2009-A1,2036,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2010-A1,2029,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2011-A1,1989,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2012-A1,1970,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2013-A1,2021,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2014-A1,2084,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2015-A1,2138,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2016-A1,2291,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2017-A1,2269,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2018-A1,2220,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2019-A1,2425,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_08: 08,A: Annual,2020-A1,2478,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2000-A1,5806,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2001-A1,5686,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2002-A1,5648,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2003-A1,5519,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2004-A1,5274,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2005-A1,5116,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2006-A1,5058,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2007-A1,4927,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2008-A1,4804,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2009-A1,4616,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2010-A1,4368,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2011-A1,4362,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2012-A1,3972,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2013-A1,3968,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2014-A1,4138,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2015-A1,4018,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2016-A1,4110,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2017-A1,4118,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2018-A1,4193,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2019-A1,4565,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_11: 11,A: Annual,2020-A1,4582,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2000-A1,5782,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2001-A1,5732,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2002-A1,5425,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2003-A1,5294,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2004-A1,5140,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2005-A1,4892,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2006-A1,4805,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2007-A1,4969,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2008-A1,4897,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2009-A1,5167,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2010-A1,5333,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2011-A1,5385,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2012-A1,5532,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2013-A1,5881,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2014-A1,6283,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2015-A1,6489,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2016-A1,6718,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2017-A1,6988,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2018-A1,7532,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2019-A1,8026,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_39: 39,A: Annual,2020-A1,8150,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2000-A1,3128,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2001-A1,3418,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2002-A1,3680,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2003-A1,3546,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2004-A1,3522,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2005-A1,3659,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2006-A1,3384,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2007-A1,3030,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2008-A1,2853,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2009-A1,4133,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2010-A1,5756,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2011-A1,5648,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2012-A1,5925,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2013-A1,6245,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2014-A1,6176,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2015-A1,6003,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2016-A1,6030,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2017-A1,5638,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2018-A1,5648,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2019-A1,5572,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_66: 66,A: Annual,2020-A1,5755,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2000-A1,3188,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2001-A1,3084,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2002-A1,3368,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2003-A1,3648,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2004-A1,3515,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2005-A1,3657,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2006-A1,3618,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2007-A1,3356,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2008-A1,3013,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2009-A1,2816,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2010-A1,4099,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2011-A1,5728,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2012-A1,5605,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2013-A1,5904,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2014-A1,6221,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2015-A1,6142,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2016-A1,5977,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2017-A1,5978,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2018-A1,5596,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2019-A1,5612,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),T: Total,AG_67: 67,A: Annual,2020-A1,5511,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2000-A1,1667,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2001-A1,1684,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2002-A1,1773,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2003-A1,1586,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2004-A1,1429,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2005-A1,1416,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2006-A1,1984,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2007-A1,2900,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2008-A1,2788,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2009-A1,2934,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2010-A1,3059,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2011-A1,3093,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2012-A1,3025,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2013-A1,3030,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2014-A1,2791,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2015-A1,2812,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2016-A1,2807,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2017-A1,2938,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2018-A1,3034,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2019-A1,3155,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_63: 63,A: Annual,2020-A1,3182,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2000-A1,1767,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2001-A1,1651,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2002-A1,1669,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2003-A1,1770,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2004-A1,1566,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2005-A1,1451,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2006-A1,1404,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2007-A1,1972,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2008-A1,2873,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2009-A1,2771,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2010-A1,2912,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2011-A1,3037,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2012-A1,3055,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2013-A1,3012,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2014-A1,3026,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2015-A1,2791,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2016-A1,2813,,
NSO:DF_TOT_POP_BY_SEX_SINGLE_YEARS_AGE(1.5),M: Males,AG_64: 64,A: Annual,2017-A1,2790,,
