DATAFLOW,MONTH: Month,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_B2302(1.0),SL10: October,A: Annual,1992,294,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1993,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1994,348,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1995,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1996,296,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1997,295,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1998,351,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,1999,274,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2000,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2001,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2002,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2003,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2004,293,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2005,267,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2006,323,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2007,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2008,292,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2009,299,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2010,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2011,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2012,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2013,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2014,299,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2015,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2016,334,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2017,366,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2018,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2019,354,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2020,385,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2021,402,,,,,,0: Zero
LU1:DF_B2302(1.0),SL10: October,A: Annual,2022,370,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1950,270,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1951,300,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1952,328,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1953,492,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1954,302,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1955,297,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1956,378,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1957,386,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1958,346,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1959,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1960,433,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1961,278,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1962,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1963,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1964,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1965,356,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1966,301,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1967,305,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1968,384,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1969,388,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1970,343,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1971,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1972,363,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1973,369,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1974,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1975,360,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1976,387,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1977,302,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1978,372,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1979,343,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1980,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1981,373,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1982,349,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1983,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1984,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1985,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1986,411,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1987,305,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1988,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1989,325,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1990,326,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1991,332,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1992,354,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1993,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1994,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1995,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1996,345,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1997,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1998,339,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,1999,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2000,328,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2001,297,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2002,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2003,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2004,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2005,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2006,297,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2007,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2008,290,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2009,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2010,323,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2011,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2012,358,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2013,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2014,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2015,387,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2016,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2017,350,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2018,449,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2019,395,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2020,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2021,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL02: February,A: Annual,2022,391,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1950,349,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1951,349,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1952,326,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1953,371,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1954,329,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1955,338,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1956,427,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1957,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1958,376,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1959,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1960,323,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1961,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1962,447,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1963,473,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1964,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1965,450,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1966,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1967,376,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1968,399,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1969,409,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1970,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1971,431,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1972,364,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1973,387,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1974,373,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1975,385,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1976,535,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1977,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1978,404,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1979,386,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1980,394,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1981,405,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1982,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1983,375,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1984,379,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1985,371,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1986,438,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1987,356,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1988,376,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1989,348,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1990,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1991,353,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1992,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1993,424,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1994,286,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1995,285,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1996,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1997,312,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1998,359,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,1999,363,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2000,333,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2001,325,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2002,323,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2003,359,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2004,321,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2005,379,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2006,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2007,360,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2008,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2009,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2010,340,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2011,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2012,366,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2013,391,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2014,333,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2015,405,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2016,374,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2017,376,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2018,427,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2019,372,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2020,412,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2021,418,,,,,,0: Zero
LU1:DF_B2302(1.0),SL03: March,A: Annual,2022,400,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1950,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1951,307,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1952,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1953,300,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1954,275,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1955,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1956,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1957,272,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1958,248,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1959,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1960,300,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1961,309,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1962,312,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1963,354,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1964,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1965,343,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1966,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1967,392,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1968,326,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1969,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1970,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1971,349,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1972,335,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1973,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1974,359,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1975,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1976,364,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1977,288,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1978,361,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1979,354,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1980,372,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1981,355,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1982,398,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1983,337,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1984,325,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1985,321,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1986,305,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1987,333,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1988,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1989,340,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1990,293,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1991,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1992,293,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1993,309,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1994,284,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1995,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1996,312,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1997,324,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1998,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,1999,323,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2000,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2001,298,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2002,308,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2003,346,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2004,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2005,316,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2006,291,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2007,331,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2008,298,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2009,287,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2010,325,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2011,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2012,330,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2013,282,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2014,272,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2015,294,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2016,334,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2017,316,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2018,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2019,342,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2020,346,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2021,339,,,,,,0: Zero
LU1:DF_B2302(1.0),SL05: May,A: Annual,2022,337,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1950,251,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1951,281,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1952,275,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1953,273,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1954,299,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1955,305,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1956,282,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1957,285,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1958,292,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1959,269,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1960,282,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1961,287,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1962,328,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1963,301,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1964,297,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1965,347,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1966,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1967,362,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1968,312,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1969,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1970,308,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1971,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1972,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1973,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1974,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1975,357,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1976,365,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1977,320,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1978,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1979,297,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1980,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1981,312,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1982,327,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1983,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1984,303,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1985,292,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1986,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1987,322,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1988,263,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1989,304,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1990,290,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1991,279,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1992,341,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1993,294,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1994,307,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1995,298,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1996,301,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1997,319,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1998,301,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,1999,292,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2000,283,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2001,296,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2002,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2003,316,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2004,268,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2005,269,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2006,301,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2007,328,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2008,262,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2009,278,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2010,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2011,313,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2012,318,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2013,315,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2014,310,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2015,287,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2016,293,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2017,306,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2018,311,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2019,317,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2020,305,,,,,,0: Zero
LU1:DF_B2302(1.0),SL06: June,A: Annual,2021,318,,,,,,0: Zero
